Rank,Puzzles,Solutions
40,1 3 3 3 9,(1*(3*(9-(3/3))))
41,3 5 7 8 9,((((7+8)*9)/5)-3)
42,1 2 3 5 5,(1*(2-(3-(5*5))))
43,1 1 5 7 8,(1*((1-(5-7))*8))
44,3 6 7 9 9,(3+((7*(9+9))/6))
45,2 2 3 3 4,(2*(2+(3+(3+4))))
46,1 1 4 4 6,(1+(1+((4*4)+6)))
47,3 6 6 6 9,((6+(6+(6+9)))-3)
48,3 3 3 3 8,((3*((3/3)+8))-3)
49,1 2 4 5 7,(1/(2/(4*(5+7))))
50,2 3 3 4 4,(2+(3+(3+(4*4))))
51,2 4 6 6 9,(2*(4*(6+(6-9))))
52,1 4 4 7 7,((4-((4-7)*7))-1)
53,1 2 4 6 8,(1*(2/(4/(6*8))))
54,5 6 6 6 7,((6*(6-(7/6)))-5)
55,4 6 7 8 9,(4/((7/6)+(8-9)))
56,2 3 3 5 5,(2*(3*(3+(5/5))))
57,5 6 6 7 8,((5*6)+(6*(7-8)))
58,1 1 1 5 6,(1-(1+((1-5)*6)))
59,2 5 6 7 9,(2-((5+6)*(7-9)))
60,2 2 5 8 8,(2-(2*(5-(8+8))))
61,5 5 6 6 8,((((6+8)-5)-5)*6)
62,4 5 5 9 9,((5+(5+(9+9)))-4)
63,3 4 5 5 8,((4*(5+(5+8)))/3)
64,2 3 4 5 7,((3*(4+(5+7)))/2)
65,2 2 4 5 6,(2+((4*(5+6))/2))
66,6 7 8 8 9,(6-(7-(8+(8+9))))
67,1 3 5 6 9,(1+(3+(5+(6+9))))
68,2 3 4 6 8,((3*((6-4)*8))/2)
69,1 7 7 7 8,((1+((7+7)/7))*8)
70,2 4 4 4 5,(2*(4*(4+(4-5))))
71,1 2 2 4 4,(1*(2*((2*4)+4)))
72,1 1 5 5 9,(1*((1+5)*(9-5)))
73,1 1 4 7 7,(1*((1+7)*(7-4)))
74,4 8 8 8 9,((4*8)+(8*(8-9)))
75,4 7 7 8 9,(((7*(7+8))-9)/4)
76,1 2 3 4 7,(1-(2+(3-(4*7))))
77,3 3 3 5 7,((3*((5+7)-3))-3)
78,3 6 6 8 8,(3*(((6-6)*8)+8))
79,7 7 7 7 8,(((7+(7+7))*8)/7)
80,2 4 6 8 8,((4+(6+(8+8)))-2)
81,3 6 6 9 9,((6*((9+9)-6))/3)
82,7 7 7 8 9,((7+(7+(8+9)))-7)
83,4 4 7 9 9,((4*(7+(9-9)))-4)
84,2 4 5 5 7,(2*(4*(5+(5-7))))
85,2 4 6 9 9,((4*((9+9)-6))/2)
86,1 1 7 7 8,(1+(1+(7+(7+8))))
87,8 9 9 9 9,(8/(9/(9+(9+9))))
88,1 2 4 4 9,(1-(2-((4*4)+9)))
89,5 5 6 9 9,((5+(6+(9+9)))-5)
90,1 4 4 6 9,(1+(4+(4+(6+9))))
91,2 5 5 6 8,(2*(5+(5-(6-8))))
92,2 3 3 4 7,(2*(3-(3*(4-7))))
93,5 5 5 6 7,(5*(5+((6-7)/5)))
94,3 8 8 8 9,((8*((8+9)-8))/3)
95,1 5 7 7 7,((1-5)*((7/7)-7))
96,3 4 4 5 7,(3*(4*(4+(5-7))))
97,1 3 5 9 9,(1*(((5*9)/3)+9))
98,1 5 7 8 8,(1/(5/((7+8)*8)))
99,2 2 7 7 8,(2*(2*(7+(7-8))))
100,3 4 4 6 8,((4*(4+(6+8)))/3)
101,1 1 3 5 6,(((3+5)*6)/(1+1))
102,6 7 7 8 8,((7+(7+(8+8)))-6)
103,1 3 4 6 8,(1*(3*(4*(8-6))))
104,5 7 8 8 9,(5/((7+8)/(8*9)))
105,1 3 4 7 9,(1+(3+(4+(7+9))))
106,1 2 3 7 8,(1*(2*((7+8)-3)))
107,1 2 2 3 7,(1*(2*(2+(3+7))))
108,5 7 8 9 9,(5-(7-(8+(9+9))))
109,4 4 4 4 9,((((4*9)-4)-4)-4)
110,1 1 6 6 8,((1+1)*(6*(8-6)))
111,1 1 4 6 9,((1+1)*(4*(9-6)))
112,3 3 7 8 8,((3*((8+8)-7))-3)
113,1 1 1 3 3,((1+1)*((1+3)*3))
114,1 2 4 7 9,(1*(2*((7+9)-4)))
115,1 4 5 5 8,(1+((4*5)-(5-8)))
116,2 3 3 7 8,((3+(3*(7+8)))/2)
117,1 1 1 4 4,(1*((1+(1+4))*4))
118,1 8 9 9 9,((1+((9+9)/9))*8)
119,3 5 5 8 8,((((5*8)-8)-5)-3)
120,4 4 9 9 9,(4*(4+((9+9)/9)))
121,2 2 6 6 8,(2+(2+(6+(6+8))))
122,3 5 5 9 9,(3*(((9+9)-5)-5))
123,2 3 6 7 9,(2*(3*(6+(7-9))))
124,2 3 4 4 4,(2*(3*((4+4)-4)))
125,2 3 4 7 9,(2*(3/(4/(7+9))))
126,3 4 4 4 9,(3+(4+(4+(4+9))))
127,2 4 4 5 7,(2*((4+(5+7))-4))
128,1 3 3 5 7,((3+((3*5)+7))-1)
129,5 7 7 7 8,((7+(7+(7+8)))-5)
130,5 6 7 7 7,((5*6)-(7-(7/7)))
131,1 1 2 5 5,(1*(1-(2-(5*5))))
132,2 8 8 9 9,((8*(9+9))/(8-2))
133,2 4 4 6 8,(2+(4+(4+(6+8))))
134,1 2 2 6 7,(1*((2*(6+7))-2))
135,3 7 7 7 8,(3/((7/7)-(7/8)))
136,1 1 6 9 9,((1+(6+(9+9)))-1)
137,1 2 3 3 5,(1*(2*((3*5)-3)))
138,1 2 2 2 9,(1*(2+(2*(2+9))))
139,1 1 4 9 9,(1+(1+(4+(9+9))))
140,3 6 7 7 9,(3-(6*(7/(7-9))))
141,3 7 7 8 8,(3/((8-(7/8))-7))
142,1 2 5 6 8,(1*(2+((5*6)-8)))
143,2 4 5 7 9,(2*(4*(5+(7-9))))
144,2 2 6 8 8,(2*(2-(6-(8+8))))
145,1 4 4 5 7,(1*(4*(4-(5-7))))
146,2 2 6 9 9,((2+(6+(9+9)))-2)
147,2 3 3 3 5,((3+(3*(3*5)))/2)
148,1 1 1 3 6,((1+((1+3)*6))-1)
149,4 8 9 9 9,(4*(8-((9+9)/9)))
150,2 2 5 5 6,(2*(2*((5+6)-5)))
151,4 4 8 8 8,((4+(8+(8+8)))-4)
152,2 3 5 6 8,(2+(3+(5+(6+8))))
153,2 2 5 6 7,(2*(2*(5-(6-7))))
154,1 1 3 4 4,((1+(3*(4+4)))-1)
155,1 1 3 7 9,(1-(((1-3)*7)-9))
156,3 4 7 7 7,(3*(4/(7/(7+7))))
157,3 5 7 8 8,(3/((7-5)/(8+8)))
158,1 3 3 4 9,(1*(3*(3-(4-9))))
159,1 5 6 7 9,((1+5)*(6+(7-9)))
160,1 3 7 8 8,(1*(3*(7+(8/8))))
161,8 8 8 8 8,((8+(8+(8+8)))-8)
162,1 2 2 5 9,(1*(2*((5+9)-2)))
163,1 1 4 4 5,((1+(4+(4*5)))-1)
164,3 6 6 6 8,((6*(6*(8-6)))/3)
165,3 3 3 3 7,(3-(3*(3-(3+7))))
166,3 5 6 6 7,(((5*6)+(6*7))/3)
167,2 2 3 4 4,(2+(2*(3+(4+4))))
168,1 1 4 5 6,((((5*6)-4)-1)-1)
169,2 4 6 6 8,(2*(4-(6-(6+8))))
170,1 2 4 6 7,(1+((4+(6*7))/2))
171,4 6 7 8 8,(4*(6+(7*(8-8))))
172,3 4 8 9 9,(((8-4)*(9+9))/3)
173,5 6 6 7 7,((6*(6+(7+7)))/5)
174,1 1 1 5 5,(((1+(5*5))-1)-1)
175,2 5 6 7 8,((5+(6+(7+8)))-2)
176,4 4 7 7 8,((4*(7*(8-7)))-4)
177,5 5 6 6 7,(((5*6)+(6-7))-5)
178,5 6 6 8 8,((5*6)-(6+(8-8)))
179,1 1 1 6 6,(1*((1+1)*(6+6)))
180,1 4 4 4 9,(1*(4-(4*(4-9))))
181,5 5 6 7 8,((((6*7)-8)-5)-5)
182,2 2 4 5 5,(2*((4+(5+5))-2))
183,3 3 8 8 8,((3+(8+(8+8)))-3)
184,6 7 8 8 8,((7-6)*(8+(8+8)))
185,2 3 4 6 7,(2*(3-(4-(6+7))))
186,6 8 9 9 9,(6*(8*(9/(9+9))))
187,2 2 4 6 6,((((4+6)-2)*6)/2)
188,6 7 8 9 9,(6-((7-8)*(9+9)))
189,1 1 3 3 6,((1+1)*(3+(3+6)))
190,2 4 4 4 4,((4*(4+(4+4)))/2)
191,1 3 3 7 9,(1*(3+((7*9)/3)))
192,1 7 7 8 8,(((1+(7/7))*8)+8)
193,5 6 7 9 9,(5-(6-(7+(9+9))))
194,1 3 4 4 7,(1*(3*((4/4)+7)))
195,1 2 3 4 6,(((3+(4*6))-2)-1)
196,1 2 2 8 9,(1-(2-((2*8)+9)))
197,1 1 5 6 9,(((5*6)/(1+1))+9)
198,4 8 8 9 9,((4*8)-(8+(9-9)))
199,1 2 3 5 7,(1*(2+((3*5)+7)))
200,7 7 7 8 8,(7+((7/7)+(8+8)))
201,2 2 3 3 6,(2*(2*((3+6)-3)))
202,1 1 4 4 8,((1+((4*4)+8))-1)
203,1 7 8 9 9,(((9*9)-(7*8))-1)
204,1 2 4 5 9,(1*((2+4)*(9-5)))
205,2 4 5 6 6,(2*((5-4)*(6+6)))
206,2 3 3 4 6,(2+(3*((4/3)+6)))
207,1 4 4 7 9,(1*(4+(4+(7+9))))
208,4 4 6 7 7,((4*(6+(7/7)))-4)
209,5 6 6 6 9,(((5*6)+6)*(6/9))
210,5 5 5 6 6,(5*(5-((6/6)/5)))
211,2 3 3 5 7,(2*((3+(5+7))-3))
212,1 1 1 5 8,(1*(((5-1)-1)*8))
213,5 5 5 7 7,(5*(((7*7)/5)-5))
214,3 5 5 6 7,((((5+6)*7)-5)/3)
215,3 4 4 6 7,(3+(4+(4+(6+7))))
216,6 8 8 8 8,(6*(8*(8/(8+8))))
217,1 2 9 9 9,(((9+(9+9))-2)-1)
218,5 6 8 8 8,((((6+8)*8)+8)/5)
219,1 1 3 6 6,((1+((3*6)+6))-1)
220,2 3 4 5 9,((3*(4*(9-5)))/2)
221,1 3 4 7 8,(1+(3+((4*7)-8)))
222,3 4 7 9 9,(3-(4-(7+(9+9))))
223,1 1 2 3 4,((1+(2*(3*4)))-1)
224,2 4 4 4 7,((4+(4*(4+7)))/2)
225,1 1 6 6 7,(1-(((1-6)*6)+7))
226,1 1 4 6 8,(1*((1-(4-6))*8))
227,1 2 2 4 6,(1*(2*(2+(4+6))))
228,1 1 4 7 9,((1+1)*((7+9)-4))
229,1 2 3 4 9,(1*(2/(3/(4*9))))
230,2 3 9 9 9,(2*(3-(9-(9+9))))
231,3 3 3 5 9,(3*(((5+9)-3)-3))
232,3 5 6 8 9,(3/(5-(6-(9/8))))
233,2 2 3 6 6,((2+((3*6)+6))-2)
234,2 3 3 7 7,(2*(3*(3+(7/7))))
235,1 2 4 8 9,(1+(2+(4+(8+9))))
236,2 3 3 8 8,(2+(3+(3+(8+8))))
237,2 4 5 5 9,(2*(((5*5)-9)-4))
238,3 3 6 6 6,(3+(3+(6+(6+6))))
239,1 1 1 8 9,((((1+1)*8)+9)-1)
240,2 2 2 3 4,(2*((2*(3+4))-2))
241,2 2 6 6 7,(2*(2*(6*(7-6))))
242,2 2 6 7 8,(2*(2*(6*(8-7))))
243,2 3 6 8 9,((3+(6+(8+9)))-2)
244,5 5 5 6 9,(((6*9)-(5*5))-5)
245,1 6 9 9 9,((1+((6+9)/9))*9)
246,2 3 4 8 9,(2*(3*(4*(9-8))))
247,1 5 7 7 9,((5*(7+(7-9)))-1)
248,2 2 4 8 8,(2+(2+(4+(8+8))))
249,3 4 4 5 9,((4*(4+(5+9)))/3)
250,2 4 4 6 7,(((4*(6+7))-4)/2)
251,6 7 7 7 9,((7+(7+(7+9)))-6)
252,1 1 3 5 8,(1*(1+((3*5)+8)))
253,1 2 3 3 4,(1+(2+(3*(3+4))))
254,1 2 3 6 9,(1*(2*((6+9)-3)))
255,1 2 2 2 8,(1*(2*(2+(2+8))))
256,1 2 2 3 9,(1*(2*(2*(9-3))))
257,3 5 7 7 8,((5+(7+(7+8)))-3)
258,2 7 9 9 9,((2*7)+(9+(9/9)))
259,3 4 9 9 9,(3*(4/(9/(9+9))))
260,7 9 9 9 9,(7+(9+(9-(9/9))))
261,3 6 7 8 8,(3/(6/((7*8)-8)))
262,5 8 9 9 9,(5-(8-(9+(9+9))))
263,2 4 5 8 9,((4+(5+(8+9)))-2)
264,2 3 3 3 4,(2*(3*((3+4)-3)))
265,1 1 1 3 5,(((1+(1+3))*5)-1)
266,1 1 1 4 6,(1*((1+(4*6))-1))
267,4 4 6 9 9,((4+(6+(9+9)))-4)
268,2 2 5 6 6,(2*(2*(5+(6/6))))
269,4 5 6 7 7,((5+((6+7)*7))/4)
270,5 5 5 9 9,(5*(5-((9/9)/5)))
271,2 2 5 7 7,(2-((5-(7*7))/2))
272,3 4 4 8 9,((4+(4*(8+9)))/3)
273,5 6 8 9 9,(((9-(8/6))-5)*9)
274,1 1 3 8 9,(1/(1*(3/(8*9))))
275,1 4 6 6 7,(1+(4+(6+(6+7))))
276,1 5 6 7 8,((5*(6+(7-8)))-1)
277,2 3 4 4 6,(2+((3*4)+(4+6)))
278,2 4 4 5 9,(2+(4+(4+(5+9))))
279,1 3 3 5 9,(1/(3/((3+5)*9)))
280,1 5 6 8 9,((5*(6+(8-9)))-1)
281,5 6 7 7 9,((6+(7+(7+9)))-5)
282,1 1 2 5 7,((1+(2*(5+7)))-1)
283,4 6 8 8 9,(((8*(8*9))/6)/4)
284,1 2 2 6 9,((((6*9)/2)-2)-1)
285,3 5 6 6 6,((((5+6)*6)+6)/3)
286,1 6 6 6 6,(1*(6+(6+(6+6))))
287,1 1 4 5 5,(1*(((4*5)+5)-1))
288,1 2 3 3 7,(1*(2*(3*(7-3))))
289,1 3 6 6 6,(1/(3/(6*(6+6))))
290,2 2 3 8 9,(2+(2+(3+(8+9))))
291,6 9 9 9 9,(6-(9-(9+(9+9))))
292,4 4 7 7 7,((4*((7+7)-7))-4)
293,2 3 3 9 9,(2*(((9+9)-3)-3))
294,2 2 2 2 2,(2*(2*(2+(2+2))))
295,3 3 6 8 9,(3*(((8+9)-6)-3))
296,4 4 7 8 8,(((7*(8+8))/4)-4)
297,5 5 6 7 7,(5-((5*6)-(7*7)))
298,4 6 6 6 6,(4*(6+(6*(6-6))))
299,1 4 4 5 9,((((4*5)+9)-4)-1)
300,1 2 6 7 8,(1+(2+(6+(7+8))))
301,2 3 3 3 7,((3*((3*3)+7))/2)
302,2 4 7 7 9,(2*(4-((7/7)-9)))
303,4 6 6 7 7,(4*(6+(6*(7-7))))
304,2 2 5 5 8,(2*((2*(5+5))-8))
305,5 5 5 5 6,(5*(5+((5-6)/5)))
306,1 1 3 3 5,((1+(3*(3+5)))-1)
307,1 1 3 4 6,(1/((1-(3/4))/6))
308,2 4 4 8 9,(2*(4*(4+(8-9))))
309,1 4 9 9 9,(1-(4-(9+(9+9))))
310,3 4 7 7 9,((4+(7+(7+9)))-3)
311,6 6 9 9 9,(6*(6-((9+9)/9)))
312,1 2 3 5 6,((((5*6)-3)-2)-1)
313,2 2 3 3 5,(2+(2*(3+(3+5))))
314,1 1 4 4 7,(1-(1+(4-(4*7))))
315,3 3 3 3 9,((3*((3+9)-3))-3)
316,1 5 8 8 9,(1/((8-5)/(8*9)))
317,4 7 9 9 9,(4-(7-(9+(9+9))))
318,2 2 3 4 6,((2*(3+(4+6)))-2)
319,1 1 4 5 8,(1-(((1-4)*5)-8))
320,1 2 4 6 9,(1*(2*(4*(9-6))))
321,3 3 7 7 7,(3-(3*(7-(7+7))))
322,5 6 6 6 8,((6*(6+(6+8)))/5)
323,7 7 9 9 9,(7+(7+(9+(9/9))))
324,2 3 3 5 6,(2*(3*(3-(5-6))))
325,5 6 6 7 9,((5-(6+7))*(6-9))
326,1 1 1 5 7,(1*((1+1)*(5+7)))
327,1 5 5 9 9,((5*(5+(9-9)))-1)
328,2 2 5 8 9,(2*(2*(5-(8-9))))
329,2 3 3 6 7,((3*(3+(6+7)))/2)
330,5 5 6 6 9,((5+(5+6))/(6/9))
331,3 5 5 6 6,((3-(5/5))*(6+6))
332,1 1 1 6 8,(1/((1+1)/(6*8)))
333,3 5 5 7 7,(3+((5+(5-7))*7))
334,2 2 4 5 7,(2*(2*(4-(5-7))))
335,2 2 5 9 9,((2*((9+9)-5))-2)
336,2 3 4 6 9,(2+(3+(4+(6+9))))
337,2 2 4 6 8,(2*(2-(4-(6+8))))
338,1 1 2 3 3,((1+1)*(2*(3+3)))
339,1 7 7 7 9,((1-(7*7))/(7-9))
340,1 1 3 3 8,(1/((3/8)-(1/3)))
341,2 4 4 4 6,(2*(4-(4*(4-6))))
342,3 4 6 7 8,(3+(4*(6*(7/8))))
343,4 5 7 7 7,(((7-5)*(7+7))-4)
344,1 2 2 4 5,(1*(2+(2+(4*5))))
345,1 1 2 4 4,((1+((2+4)*4))-1)
346,2 8 8 8 8,((((8*8)-8)-8)/2)
347,4 4 4 9 9,(4+(4*(4+(9/9))))
348,1 6 6 8 9,(1*(6-((6-8)*9)))
349,1 3 4 4 9,(1+(3-(4*(4-9))))
350,1 2 3 4 8,(1*(2*(3*(8-4))))
351,3 5 6 8 8,((5+(6+(8+8)))-3)
352,1 2 3 5 9,(1*(2*(3*(9-5))))
353,1 3 6 8 8,((3+(6+(8+8)))-1)
354,3 5 6 9 9,(3*(5+((9+9)/6)))
355,6 6 6 6 6,(6*(6-((6+6)/6)))
356,1 1 1 8 8,(1*(((1+1)*8)+8))
357,2 2 2 3 3,(2+(2*(2+(3*3))))
358,2 2 3 3 8,(2*((3+(3+8))-2))
359,2 2 2 4 4,(2*(2+(2+(4+4))))
360,2 5 5 6 9,((5+((5*6)-9))-2)
361,2 4 5 6 8,(2*(4*(5+(6-8))))
362,2 2 6 7 7,(2+(2+(6+(7+7))))
363,2 3 3 4 8,(2*((3+(4+8))-3))
364,4 6 6 8 8,((6+(6+(8+8)))-4)
365,5 5 5 6 8,(5/((5+5)/(6*8)))
366,5 5 5 7 9,(5-((5*(5-7))-9))
367,1 5 7 8 9,((9-((5-7)*8))-1)
368,3 5 5 6 9,(3*(5+((6+9)/5)))
369,3 4 4 6 9,(3*((4*(9-6))-4))
370,1 1 3 5 7,(1+(1+((3*5)+7)))
371,6 7 7 8 9,(6+((7/7)+(8+9)))
372,1 1 3 6 8,(1-(1+((3-6)*8)))
373,1 3 3 3 3,(1*((3*(3*3))-3))
374,4 5 8 9 9,(4/((8-5)/(9+9)))
375,1 2 3 7 9,(1/(2/(3*(7+9))))
376,1 2 2 3 8,(1*(2+(2*(3+8))))
377,3 5 7 7 7,(3+((5*7)-(7+7)))
378,3 3 4 9 9,(3*(3+(4+(9/9))))
379,1 3 7 7 7,(1*(3+(7+(7+7))))
380,1 1 2 3 6,(1*(((2+3)-1)*6))
381,1 2 3 8 9,(1+((2*3)+(8+9)))
382,1 1 6 6 9,(((6*9)-6)/(1+1))
383,4 4 4 5 5,(((4*(5*5))-4)/4)
384,1 2 2 4 8,(1/(2/((2+4)*8)))
385,3 3 7 8 9,((3+(7+(8+9)))-3)
386,2 2 3 6 8,(2-(2*(3-(6+8))))
387,2 4 5 9 9,((2+4)*(5-(9/9)))
388,1 6 8 8 9,(1/(6/((8+8)*9)))
389,2 3 3 7 9,(2+(3+(3+(7+9))))
390,1 1 1 4 5,(1*(((1+4)*5)-1))
391,4 6 7 7 7,(4*(6+(7*(7-7))))
392,1 3 8 8 8,(1*(3*((8+8)-8)))
393,2 2 6 6 9,(2*(2+((6/6)+9)))
394,1 4 6 6 6,(1*(4*((6+6)-6)))
395,2 2 4 4 4,(2+(2+(4+(4*4))))
396,1 4 6 7 7,(1*(4+(6+(7+7))))
397,2 7 8 8 9,((((8*8)-9)-7)/2)
398,1 5 6 8 8,((5*(6-(8/8)))-1)
399,5 6 7 7 8,((5*6)-(7+(7-8)))
400,1 1 2 5 6,(1+(1+(2*(5+6))))
401,4 6 8 8 8,(4*(6+(8*(8-8))))
402,2 4 4 6 9,((4*(4*(9-6)))/2)
403,1 5 6 9 9,((5*(6-(9/9)))-1)
404,4 5 7 8 8,((5+(7+(8+8)))-4)
405,1 1 2 6 7,(((2*(6+7))-1)-1)
406,4 6 8 9 9,(4-(6-(8+(9+9))))
407,1 2 3 3 6,(1*(2*(3+(3+6))))
408,3 3 4 4 5,(3*(3-(4-(4+5))))
409,5 6 7 8 8,((6+(7+(8+8)))-5)
410,5 8 8 9 9,(5+((8/8)+(9+9)))
411,3 7 7 8 9,(((7+(8*9))-7)/3)
412,2 6 6 8 8,(2*(6+(6+(8-8))))
413,3 3 6 8 8,(3*(3/(6/(8+8))))
414,6 6 6 8 8,(6*(((8+8)-6)-6))
415,2 6 6 9 9,(2*(6+(6+(9-9))))
416,3 3 6 9 9,((3+(6+(9+9)))-3)
417,2 2 2 6 7,(2-(2*(2-(6+7))))
418,1 6 7 8 8,(((7+8)*8)/(6-1))
419,1 2 6 7 7,((1+2)*((7+7)-6))
420,2 3 3 3 6,(2*(3-(3*(3-6))))
421,1 7 8 8 8,(((1-(7-8))*8)+8)
422,1 1 1 3 7,(1+(1+(1+(3*7))))
423,3 3 5 6 7,(3+(3+(5+(6+7))))
424,5 5 5 5 5,(((5*(5*5))-5)/5)
425,2 5 8 9 9,(2*(5+(8-(9/9))))
426,2 2 5 6 8,(2*(2-(5*(6-8))))
427,4 5 6 7 9,(4+(5*(6+(7-9))))
428,1 1 3 4 5,(1*(1+(3+(4*5))))
429,2 2 5 7 9,(2-(2*(5-(7+9))))
430,3 4 7 7 8,(((4*7)+(7-8))-3)
431,3 5 5 5 6,(3+(5+(5+(5+6))))
432,2 7 7 8 8,((7*(8-(8/7)))/2)
433,2 4 4 9 9,((4+(4+(9+9)))-2)
434,1 3 5 5 5,(1+(3-(5-(5*5))))
435,3 4 7 8 9,(((4*7)+(8-9))-3)
436,1 3 7 8 9,(1*(3*(7-(8-9))))
437,2 3 4 4 8,((3*(4+(4+8)))/2)
438,8 8 8 8 9,(8+(8-(8*(8-9))))
439,1 1 2 2 4,(1*((1+2)*(2*4)))
440,3 5 7 9 9,(((5+(7-9))*9)-3)
441,1 1 2 5 9,(1*(((1+2)*5)+9))
442,3 3 3 4 4,(3*((3+(4+4))-3))
443,4 4 4 7 8,(4+(4*(4-(7-8))))
444,1 5 8 8 8,(1*((5*8)-(8+8)))
445,3 5 6 6 8,(3*(5-(6/(6-8))))
446,2 2 3 4 5,(2*(2*((4+5)-3)))
447,1 1 4 5 7,((4*(5+7))/(1+1))
448,1 3 6 6 8,(1+(3+(6+(6+8))))
449,4 5 9 9 9,(4*(((5*9)+9)/9))
450,2 2 3 5 5,((2*(3+(5+5)))-2)
451,4 4 7 7 9,(((7*(7+9))/4)-4)
452,4 5 6 9 9,(4/((9/9)-(5/6)))
453,2 3 3 6 6,(2*((3+(6+6))-3))
454,5 6 6 8 9,((6+(6+(8+9)))-5)
455,1 1 1 6 7,((1+1)*((6+7)-1))
456,2 2 2 2 4,(2*(2+(2+(2*4))))
457,4 6 7 9 9,(4*(6+(7*(9-9))))
458,5 5 6 7 9,(5-((5*7)-(6*9)))
459,1 1 1 7 8,(((7-1)*8)/(1+1))
460,4 6 6 6 8,(4*((6*(8-6))-6))
461,1 4 8 8 8,(1*(((8*8)/4)+8))
462,3 3 8 8 9,((3*((8+9)-8))-3)
463,6 6 8 8 8,((6+(8+(8+8)))-6)
464,2 2 4 6 7,(((4*(6+7))/2)-2)
465,4 5 5 7 8,(4+(5*(5+(7-8))))
466,5 5 5 5 8,(((5+(5+5))*8)/5)
467,1 1 3 3 7,((1+(3+(3*7)))-1)
468,3 4 6 7 7,(3+((6*(7+7))/4))
469,1 7 7 8 9,(1-((7*7)-(8*9)))
470,1 6 6 8 8,(1*(6/((8-6)/8)))
471,1 1 3 4 8,(1*((3-1)*(4+8)))
472,1 3 4 4 8,(1*(3*((4+8)-4)))
473,1 1 2 8 9,(1*(((2*8)+9)-1))
474,1 6 6 9 9,(((1+6)*6)-(9+9))
475,4 7 8 9 9,((7+(8+(9*9)))/4)
476,1 2 3 5 8,((2+((3*5)+8))-1)
477,3 3 4 6 7,((3*((6+7)-4))-3)
478,7 7 8 8 8,((7+(8+(8+8)))-7)
479,2 6 8 9 9,((6*(8+(9-9)))/2)
480,2 2 3 3 7,((2*(3+(3+7)))-2)
481,1 1 4 4 9,(1*(((4*4)+9)-1))
482,1 1 8 8 8,((1+(8+(8+8)))-1)
483,2 8 9 9 9,((2*8)+(9-(9/9)))
484,2 2 3 4 8,(((3*(4*8))/2)/2)
485,1 2 8 9 9,(1*((8+(9+9))-2))
486,2 4 5 6 7,(2+(4+(5+(6+7))))
487,2 6 7 7 8,((6*((7+8)-7))/2)
488,1 3 9 9 9,(1*((9+(9+9))-3))
489,2 2 2 8 9,((2*((8/2)+9))-2)
490,4 4 6 7 8,(4+(4*(6+(7-8))))
491,1 5 5 5 5,((5*((5+5)-5))-1)
492,1 2 6 9 9,(1*(2*((9+9)-6)))
493,2 3 3 5 8,((3*(3+(5+8)))/2)
494,1 1 1 2 4,((1+1)*((1+2)*4))
495,1 1 1 5 9,(((1+(1+1))*5)+9)
496,5 5 5 7 8,(5*(5+((7-8)/5)))
497,1 5 5 6 6,((5*(5+(6-6)))-1)
498,2 3 3 6 9,((3+(3*(6+9)))/2)
499,3 5 5 6 8,(3*(5+(5+(6-8))))
500,3 4 5 6 7,((4*(5+(6+7)))/3)
501,6 8 8 8 9,((8+(8*(8+9)))/6)
