Rank,Puzzles,Solutions
66,5 5 6 6 6 9,((5+(6-(6*(6-9))))-5)
67,3 3 4 7 7 7,(3*((4-(7-(7+7)))-3))
68,3 4 4 5 8 9,((4*((5+(8+9))-4))/3)
69,5 6 6 6 11 11,((((6*(11+11))-6)-6)/5)
70,3 3 8 10 10 10,(3+(3+(8-(10-(10+10)))))
71,4 4 7 7 9 9,(((7+(7+(9+9)))-4)-4)
72,5 5 5 8 8 11,((5+(((5+8)*8)+11))/5)
73,4 5 6 8 9 10,(((6+(8+(9+10)))-5)-4)
74,6 10 10 11 11 11,((10+(10/(11/(11+11))))-6)
75,3 8 10 10 10 11,(3*(8*(((10+11)-10)-10)))
76,3 4 4 5 9 10,((4*(4-(5-(9+10))))/3)
77,3 3 8 10 11 11,(3-(3+(8-(10+(11+11)))))
78,3 5 5 5 6 7,(3*(((5+(6+7))-5)-5))
79,3 3 4 9 10 10,(3-(3*(4+(9-(10+10)))))
80,4 5 6 6 6 11,(4/((6+((6-11)/6))-5))
81,4 6 6 7 8 9,((6*(6-(7-(8+9))))/4)
82,3 4 5 5 10 11,(((5+(5+(10+11)))-4)-3)
83,3 3 3 3 7 7,((3*(3*(3+(7-7))))-3)
84,3 6 6 6 6 7,((6*(6-(6*(6-7))))/3)
85,3 5 5 7 9 11,(((5+(7+(9+11)))-5)-3)
86,3 4 4 4 6 9,((4+(4+(4+(6+9))))-3)
87,4 6 6 7 9 10,(4*((6+(7+(9-10)))-6))
88,3 3 4 9 11 11,((3*(((11+11)-9)-4))-3)
89,6 6 7 7 7 7,(6+(6/(7/(7+(7+7)))))
90,4 5 6 8 10 10,((5*(6-(8/(10+10))))-4)
91,4 6 7 7 10 11,(4*(6*(7-(7+(10-11)))))
92,3 5 7 7 11 11,((5-(7-(7+(11+11))))-3)
93,3 9 9 11 11 11,((9+(9/(11/(11+11))))-3)
94,3 3 3 3 3 9,(3+(3+(3+(3+(3+9)))))
95,6 6 6 6 10 10,(6+(6+(6+(6+(10-10)))))
96,8 8 8 9 10 11,((8*(((10+11)-9)-8))-8)
97,8 9 9 10 10 10,(8+(9+(9-((10+10)/10))))
98,3 5 6 6 7 9,(3+(5-(6-(6+(7+9)))))
99,3 4 4 8 9 11,(3/(4/(4+(8+(9+11)))))
100,4 5 6 7 7 9,(4+(5+(6-(7-(7+9)))))
101,3 5 5 7 10 11,(3*((5+(7-(10-11)))-5))
102,3 4 5 7 7 7,(3*((5-(7-(7+7)))-4))
103,3 7 7 11 11 11,(3+(7+(7/(11/(11+11)))))
104,3 6 7 10 10 10,(3+(6*(7*(10/(10+10)))))
105,5 8 8 8 8 10,(5+((8+(8*(8+10)))/8))
106,3 4 9 10 10 10,((4*(9/(10/(10+10))))/3)
107,7 7 8 10 10 10,(((8+(10+(10+10)))-7)-7)
108,8 8 9 9 11 11,(((9+(9+(11+11)))-8)-8)
109,3 5 5 6 7 10,(3+(5+(5-(6-(7+10)))))
110,4 4 8 8 8 9,(4+(4+(8-(8*(8-9)))))
111,3 3 3 4 7 8,(3+((3+(4*(7+8)))/3))
112,3 4 9 10 11 11,((4-(9-(10+(11+11))))-3)
113,6 6 6 9 10 11,(((6+(9+(10+11)))-6)-6)
114,3 7 9 10 10 10,(3*(7-(9+(10-(10+10)))))
115,6 9 10 10 10 11,((9-(10-(10+(10+11))))-6)
116,4 4 4 7 8 8,((4+(4*(7+(8+8))))/4)
117,3 3 5 5 6 7,((3*(5+(5+(6-7))))-3)
118,5 5 5 6 7 8,(5+(5+(5-(6-(7+8)))))
119,3 4 6 6 9 11,(3/(4/(6+(6+(9+11)))))
120,4 6 6 8 10 11,(4*(6*((8+(10-11))-6)))
121,6 6 7 8 8 9,(6*(6+(7+(8-(8+9)))))
122,6 6 8 8 9 10,(6-(6*(8+(8-(9+10)))))
123,3 3 3 4 4 11,(3+((3+(4*(4+11)))/3))
124,4 4 4 9 11 11,(4-(4*(4-(9+(11-11)))))
125,5 5 6 6 8 8,(5-(5+(6/((6-8)/8))))
126,5 5 5 10 10 10,((5+(5+(10+(10*10))))/5)
127,8 9 10 11 11 11,((9-(10-(11+(11+11))))-8)
128,4 5 5 6 7 10,(4+(5+(5*(6+(7-10)))))
129,4 6 9 9 9 10,((6-(9*(9-(9+10))))/4)
130,3 3 7 11 11 11,(3+(3+(7-(11-(11+11)))))
131,3 5 7 9 9 11,((5-(7-(9+(9+11))))-3)
132,4 4 5 5 9 9,(4*((5+(5+(9-9)))-4))
133,3 4 4 6 7 8,(3-(4-(4+(6+(7+8)))))
134,5 6 6 6 6 8,(5+(6+(6-((6/6)-8))))
135,5 6 6 7 10 10,(5+(6+(6+(7+(10-10)))))
136,7 8 8 9 10 10,((8*((9+(10+10))-8))/7)
137,5 8 8 9 9 11,(((8+(9+(9+11)))-8)-5)
138,5 5 6 6 9 9,(5*(5-(9/((6*6)+9))))
139,4 4 11 11 11 11,(4*((((11*11)-11)/11)-4))
140,3 3 4 8 9 10,(3-(3*(4+(8-(9+10)))))
141,4 4 8 9 9 10,(4*(4-(8+(9-(9+10)))))
142,5 6 7 10 10 10,((6-(7-(10+(10+10))))-5)
143,8 8 10 10 10 11,((((10*(10+11))-10)-8)/8)
144,4 7 7 10 10 11,((7*(((10+11)-10)-7))-4)
145,3 4 4 4 8 8,((4+(4+(4*(8+8))))/3)
146,4 5 5 7 8 8,(4-(5*(5+(7-(8+8)))))
147,5 6 6 6 7 8,(((6*(6+(7+8)))-6)/5)
148,3 3 8 9 10 10,(3+(3+(8+(9+(10/10)))))
149,3 4 8 8 8 11,(3/(4/(8-(8*(8-11)))))
150,4 4 5 8 9 10,(((5+(8+(9+10)))-4)-4)
151,4 5 5 11 11 11,(4+(5+(5+(11-(11/11)))))
152,7 7 7 7 11 11,((7+(7+(7*(11+11))))/7)
153,3 3 4 6 6 9,(3*(3-(4+(6-(6+9)))))
154,3 3 6 7 8 9,(((6+(7+(8+9)))-3)-3)
155,3 4 4 4 9 9,((4*((4+(9+9))-4))/3)
156,3 4 4 5 5 7,((4+(4*(5+(5+7))))/3)
157,3 4 6 10 10 10,(3*(4-(6+(10-(10+10)))))
158,4 6 6 6 8 8,((6*((6+(8+8))-6))/4)
159,3 4 5 5 6 8,(3*(4-(5+(5-(6+8)))))
160,4 6 6 7 7 11,(4-((6-(7*(7+11)))/6))
161,7 7 7 8 8 10,((((7*8)-(8+10))-7)-7)
162,3 6 7 8 9 11,((6-(7-(8+(9+11))))-3)
163,3 3 3 3 6 9,((3*(((6+9)-3)-3))-3)
164,4 6 6 6 9 9,((((6*(9+9))-6)-6)/4)
165,5 7 7 10 11 11,((7-(((7-10)*11)+11))-5)
166,5 5 7 7 7 8,(5+(5+(7-(7*(7-8)))))
167,4 5 8 8 8 8,(4*(5-(8/(8-(8+8)))))
168,5 6 8 9 9 10,((6*((9+(9+10))-8))/5)
169,3 9 10 11 11 11,(3*(9+(10+(11-(11+11)))))
170,8 8 9 10 10 10,(8*((9+((10+10)/10))-8))
171,3 5 5 6 9 9,(3*(5+(5/((6+9)/9))))
172,3 5 7 7 7 8,(3*((7+(7+(7-8)))-5))
173,3 5 6 7 7 7,(3*((6-(7-(7+7)))-5))
174,3 6 6 6 6 10,((6*(6*(6+(6-10))))/3)
175,3 4 5 8 9 10,(3/(4/(5+(8+(9+10)))))
176,4 4 4 5 7 9,((4*(((7+9)-5)-4))-4)
177,3 5 5 6 10 10,(((((6+10)*10)/5)-5)-3)
178,3 5 10 10 10 11,((5+(((10+10)*11)/10))-3)
179,3 3 3 5 7 7,(3+(3+((5+(7*7))/3)))
180,3 3 3 4 6 11,((3+(3+(4+(6+11))))-3)
181,3 3 4 11 11 11,(3-(3*(4+(11-(11+11)))))
182,3 5 6 9 10 10,(3*(5-(6-(9+(10-10)))))
183,3 5 8 8 9 11,(((8*(8/(11-9)))-5)-3)
184,4 6 6 9 9 10,(((6+(9+(9+10)))-6)-4)
185,4 5 6 10 10 10,(4-(5*(6+(10-(10+10)))))
186,3 4 5 6 6 9,(3*(4-(5+(6-(6+9)))))
187,3 4 7 9 9 9,(3*(4*(((9+9)-9)-7)))
188,5 7 9 9 9 11,(5+(7+((9+(9*11))/9)))
189,6 6 6 8 10 10,(6*(6+((8-(10+10))/6)))
190,5 5 5 7 9 11,(((5+(7*(9+11)))/5)-5)
191,3 5 6 9 11 11,(3*(5-(6-(9+(11-11)))))
192,5 5 6 7 7 7,(5+(5+(6+(7+(7/7)))))
193,4 6 7 9 10 10,(4/(6/(7+(9+(10+10)))))
194,3 3 8 8 8 10,(3+(3-(8-(8+(8+10)))))
195,3 3 5 5 5 9,((3+(5+(5+(5+9))))-3)
196,3 3 3 4 7 11,(3*((((7+11)-4)-3)-3))
197,9 10 10 10 10 11,((((10+(10+10))*11)/10)-9)
198,4 5 8 9 9 9,(4*(5-(8+(9-(9+9)))))
199,8 9 10 10 10 10,(8*(9*(10/(10+(10+10)))))
200,5 6 7 7 9 11,((6*((7+(9+11))-7))/5)
201,3 3 5 5 6 10,((((5*(6+10))-5)-3)/3)
202,3 5 7 8 8 10,(3*(5-(7+(8-(8+10)))))
203,4 6 8 8 8 8,((6*((8+(8+8))-8))/4)
204,4 5 5 5 7 9,(4+(5+(5*(5+(7-9)))))
205,8 9 10 10 11 11,((9+((10/10)+(11+11)))-8)
206,4 9 9 9 9 10,(((9+(9+(9+10)))-9)-4)
207,3 4 4 5 7 7,((4+(4+(5+(7+7))))-3)
208,4 4 4 4 5 5,(4*(((4+(5+5))-4)-4))
209,3 4 4 6 6 10,((4*((6+(6+10))-4))/3)
210,3 4 6 8 9 11,((4*(6-(8-(9+11))))/3)
211,4 7 7 9 9 10,(((7+(9+(9+10)))-7)-4)
212,3 4 5 11 11 11,(3+(4+(5+(11+(11/11)))))
213,7 7 7 8 10 10,(7+(7+(((8*10)-10)/7)))
214,4 4 4 4 4 9,(4-(4*(4+(4-(4+9)))))
215,5 5 6 6 8 11,((5+(6-(6*(8-11))))-5)
216,3 3 4 7 9 9,(3-(3*(4+(7-(9+9)))))
217,3 9 9 9 9 11,(3+((9+(9*(9+11)))/9))
218,3 6 9 10 10 10,((6-(9-(10+(10+10))))-3)
219,3 4 4 6 7 11,(3*((4/(6/(7+11)))-4))
220,4 5 9 11 11 11,(4*((9+((11+11)/11))-5))
221,5 6 6 6 6 11,(5+(6*(6-((6+11)/6))))
222,3 4 4 4 4 5,(3+(4+(4+(4+(4+5)))))
223,3 6 9 10 11 11,((6+(9-(10-(11+11))))-3)
224,4 7 8 9 10 10,((7-(8-(9+(10+10))))-4)
225,4 4 5 7 9 9,(4+(4/(5/(7+(9+9)))))
226,7 7 7 7 7 8,(7+((7+((7+7)*8))/7))
227,3 3 5 6 6 11,(3+(3-(5-(6+(6+11)))))
228,3 3 5 10 10 10,(3*(3-(5+(10-(10+10)))))
229,3 3 3 3 9 9,((3+(3+(3+(9+9))))-3)
230,3 4 4 4 5 6,((4*(4+((5+6)/4)))-3)
231,3 5 5 7 8 8,(3*((5+(7+(8/8)))-5))
232,5 5 5 5 8 8,((5+((5*5)-(8/8)))-5)
233,3 4 4 4 8 11,(3*(4+(4*(4+(8-11)))))
234,3 10 10 10 10 10,(3+((10+(10*(10+10)))/10))
235,3 7 7 8 10 11,((7+(7-(8-(10+11))))-3)
236,7 7 7 7 8 9,(((7*7)+(7*(8+9)))/7)
237,6 6 7 7 9 9,(6*(6-((7/7)+(9/9))))
238,3 4 5 5 5 10,(3-(4-(5+(5+(5+10)))))
239,3 5 6 6 6 6,(3*(5+((6+(6+6))/6)))
240,5 6 9 9 9 9,((((9*(9*9))-9)/6)/5)
241,4 4 8 8 9 11,(4*(4/(8/((9+11)-8))))
242,3 3 6 8 11 11,(3-(3+(6-(8+(11+11)))))
243,3 8 9 10 11 11,((8+(9+(10+(11-11))))-3)
244,7 8 9 9 9 9,(7+(8+(9+(9*(9-9)))))
245,6 7 7 9 9 10,(6*(7+(7+(9-(9+10)))))
246,4 5 7 7 7 9,(4/(5/(7+(7+(7+9)))))
247,6 8 8 8 8 9,(6+((8+(8*(8+9)))/8))
248,3 5 9 9 9 11,(3+(5+(9+(9+(9-11)))))
249,4 6 6 8 8 8,(4+(6+(6-(8-(8+8)))))
250,5 5 7 7 7 11,(((5+7)*(11-(7/7)))/5)
251,3 5 5 6 6 7,(3*((5+((6/6)+7))-5))
252,4 4 5 10 10 11,(4+(4+(5-(10-(10+11)))))
253,4 4 4 5 6 11,(4+(4+(4-(5-(6+11)))))
254,5 8 9 9 9 11,(5-(8-(9-(9*(9-11)))))
255,3 3 7 9 9 11,(3+(3+(7-(9-(9+11)))))
256,4 5 6 9 9 9,(((6+(9+(9+9)))-5)-4)
257,3 5 7 7 7 11,(((7+(7+(7+11)))-5)-3)
258,5 5 9 10 11 11,(5*(((9+10)/5)+(11/11)))
259,6 6 7 8 9 11,((6*(((9+11)-8)-7))-6)
260,6 8 8 8 9 10,(6-((8-(8*(9+10)))/8))
261,3 3 3 5 6 9,(3-(3*(3+(5-(6+9)))))
262,6 7 8 9 10 10,(((8+(9+(10+10)))-7)-6)
263,5 7 8 8 8 9,(((7+8)*(8*(9-8)))/5)
264,4 6 8 9 9 11,(4*(6*(8-(9+(9-11)))))
265,4 4 4 7 10 10,(((4*(7+(10/10)))-4)-4)
266,3 3 5 5 8 9,(3-(3*(5+(5-(8+9)))))
267,3 3 3 5 7 10,((3*(((7+10)-5)-3))-3)
268,4 4 6 8 8 9,(4/(((8+(8+9))/6)-4))
269,5 5 5 6 9 10,(((5*(6+(9+10)))-5)/5)
270,3 8 9 9 9 10,((8-(9-(9+(9+10))))-3)
271,7 7 8 8 9 11,((7+(8-(8*(9-11))))-7)
272,5 6 7 8 8 8,((((6+7)*8)+(8+8))/5)
273,4 7 8 8 8 10,((7*(8+(8/(8-10))))-4)
274,3 4 4 6 9 11,((4*(4-(6-(9+11))))/3)
275,5 6 8 8 9 10,(((8+(8+(9+10)))-6)-5)
276,4 4 7 8 9 9,((4*(7+(8*(9-9))))-4)
277,4 10 10 10 10 11,(4-((10-(10*(10+11)))/10))
278,5 6 7 8 9 9,(5*(6-((9+9)/(7+8))))
279,3 3 4 4 4 9,(3*(3-(4+(4-(4+9)))))
280,5 5 6 7 7 10,(((6+(7*(7+10)))-5)/5)
281,4 7 8 8 9 11,((7*(((9+11)-8)-8))-4)
282,7 8 9 10 10 10,(((9+(10+(10+10)))-8)-7)
283,3 3 4 8 8 8,(3+(3+((8+(8*8))/4)))
284,6 7 7 10 10 11,(6*(7+(7+(10*(10-11)))))
285,9 9 9 9 10 11,(((9+9)*((10+11)-9))/9)
286,4 4 5 5 11 11,(((5+(5+(11+11)))-4)-4)
287,4 4 4 10 10 11,((4*(((10+11)-10)-4))-4)
288,4 4 7 8 10 10,(4-(4*(7+(8-(10+10)))))
289,5 5 6 6 11 11,(((6+(6+(11+11)))-5)-5)
290,5 5 5 9 9 11,(((5+(9+(9+11)))-5)-5)
291,3 8 10 11 11 11,(3*(8*(((11+11)-11)-10)))
292,4 5 5 5 6 11,(4+(5+(5+(5-(6-11)))))
293,4 5 5 9 10 10,(4-(5*(5-(9+(10-10)))))
294,3 4 7 8 9 10,(3*(4-(7+(8-(9+10)))))
295,3 4 4 5 6 9,(3*((4/(5/(6+9)))-4))
296,5 6 6 6 9 11,((6*((6+(9+11))-6))/5)
297,7 8 8 8 9 11,((8*((8/8)+(9+11)))/7)
298,9 10 11 11 11 11,((10+(11+(11+(11/11))))-9)
299,3 3 3 6 7 11,((3*(((7+11)-6)-3))-3)
300,3 3 4 10 11 11,((((10*(11+11))-4)/3)/3)
301,3 4 7 8 10 11,(3*(4*((8-(10-11))-7)))
302,3 4 4 5 7 10,((4*((5+(7+10))-4))/3)
303,3 3 10 10 10 10,(3*(3+(10*(10/(10+10)))))
304,4 4 6 9 9 10,(4+(4+(6-(9-(9+10)))))
305,5 6 7 9 9 11,(5-(6-(7-(9*(9-11)))))
306,5 5 10 11 11 11,(5*(5-(((11+11)/11)/10)))
307,3 3 3 3 4 5,((3*((3+(4+5))-3))-3)
308,3 4 4 4 11 11,(3-((4-(4*(11+11)))/4))
309,3 3 10 10 11 11,(3*((((10-10)*11)+11)-3))
310,4 6 6 6 10 10,(4*((6+(6+(10-10)))-6))
311,3 3 6 9 10 10,(3*(3-(6+(9-(10+10)))))
312,5 5 7 7 9 11,(((7+(7+(9+11)))-5)-5)
313,3 4 5 5 8 10,((4*((5+(8+10))-5))/3)
314,3 3 3 3 5 6,(3*(((3+(5+6))-3)-3))
315,4 5 6 8 8 10,(4-(5*(6+(8-(8+10)))))
316,4 5 8 8 9 9,(4*(5+(8/(8+(9-9)))))
317,4 6 7 7 7 9,((6*((7+(7+9))-7))/4)
318,7 9 10 10 10 10,(((10+(10+(10+10)))-9)-7)
319,3 5 5 7 7 10,(3+(5-(5+(7*(7-10)))))
320,3 3 3 3 8 11,((3*(3+(3-(8-11))))-3)
321,3 4 5 8 8 8,(3*(4-(5-(8+(8/8)))))
322,4 6 6 6 11 11,(((6+(6+(11+11)))-6)-4)
323,4 8 8 10 10 10,(4*(8+(8+(10-(10+10)))))
324,4 5 5 10 10 11,(4-(5*(5-(10+(10-11)))))
325,4 5 8 8 10 10,(4-(5*(8+(8-(10+10)))))
326,6 7 7 8 8 8,(6/((7+7)/((8*8)-8)))
327,4 6 7 7 8 10,(4*((7+(7+(8-10)))-6))
328,3 5 7 7 9 10,(3*((7+(7+(9-10)))-5))
329,3 5 5 7 8 11,(3+(5-(5+(7*(8-11)))))
330,3 9 11 11 11 11,((9/(11/(11+(11+11))))-3)
331,3 5 6 7 9 9,(3*((6+(7+(9-9)))-5))
332,4 4 4 8 8 8,(4*(4-((8-(8+8))/4)))
333,6 9 9 9 10 11,(((9+(9+(10+11)))-9)-6)
334,5 9 9 9 9 9,(5+((9+(9*(9+9)))/9))
335,3 5 8 8 8 9,(3+(5+(8-(8*(8-9)))))
336,6 7 7 8 9 9,(6*(7+(7+(8-(9+9)))))
337,4 4 4 5 9 11,(((4*(5+(9+11)))-4)/4)
338,8 8 9 9 9 11,(8-(8*(9+(9-(9+11)))))
339,3 5 7 7 10 11,(3*((7+(7+(10-11)))-5))
340,3 3 3 5 9 9,((3+(3*(5+(9+9))))/3)
341,4 4 4 8 9 9,(((4*(8+(9-9)))-4)-4)
342,3 3 3 4 5 8,((3*((4*(8-5))-3))-3)
343,5 5 5 7 8 9,(5+(5+(5-((7-8)*9))))
344,4 7 7 8 10 10,(((7+(8+(10+10)))-7)-4)
345,7 7 10 10 10 10,(7+(7+(10+(10*(10-10)))))
346,4 4 6 7 7 7,((4-(6-(7*(7+7))))/4)
347,3 3 3 5 5 11,((3+(3+(5+(5+11))))-3)
348,4 6 8 8 9 10,(4*(6*(8-(8+(9-10)))))
349,4 6 6 8 8 11,(4*(6*(6-(8+(8-11)))))
350,4 7 9 9 9 9,(4*(7+(9/(9-(9+9)))))
351,3 3 7 8 9 9,(3+(3*(7+(8*(9-9)))))
352,3 5 6 8 9 11,((5-(6-(8+(9+11))))-3)
353,5 5 6 7 9 9,(5+(5+(6+(7+(9/9)))))
354,3 4 10 10 10 11,(3*(((10+(10*11))/10)-4))
355,4 7 7 7 7 8,(4*(7+(7+(7-(7+8)))))
356,3 4 5 9 9 9,(3/(4/(5+(9+(9+9)))))
357,3 3 5 5 7 11,(3+(3-(5-(5+(7+11)))))
358,3 4 6 6 7 10,(3+(4-(6-(6+(7+10)))))
359,4 6 8 8 10 11,(4*(6*(8-(8+(10-11)))))
360,5 6 6 7 7 9,(5*(6-(6/(7+(7-9)))))
361,4 4 4 9 9 11,((4*(((9+11)-9)-4))-4)
362,5 7 10 10 10 11,(5+(7+((10+(10*11))/10)))
363,5 5 6 6 6 8,(5+(5-(6-(6+(6+8)))))
364,4 5 8 9 11 11,((5-(8-(9+(11+11))))-4)
365,5 6 7 7 8 8,(5+(6+(7+(7-(8/8)))))
366,4 5 9 9 9 9,(4*(5-(9/(9-(9+9)))))
367,4 4 8 10 10 11,(4*(4-(8+(10*(10-11)))))
368,5 5 5 8 8 10,(5-(5*(5-(8+(8/10)))))
369,4 5 5 5 9 11,(4/(5/(5+(5+(9+11)))))
370,5 6 7 8 8 11,((6*((8+(8+11))-7))/5)
371,3 8 10 10 10 10,(3*(8+(10+(10-(10+10)))))
372,3 4 4 5 9 9,(3+(4+(4-(5-(9+9)))))
373,3 5 5 5 6 6,((5+(5+(5+(6+6))))-3)
374,4 4 4 9 10 11,(4+(4+(4-(9-(10+11)))))
375,3 4 6 7 8 8,(3+(4-(6-(7+(8+8)))))
376,4 5 6 6 6 10,(4-(5*(6+(6-(6+10)))))
377,5 5 6 6 7 8,(5+(5+(6-((6-7)*8))))
378,6 8 10 10 10 11,(6*(((10+(10*11))/10)-8))
379,3 8 8 8 8 9,(3*(8*(((8+9)-8)-8)))
380,3 4 7 7 9 9,(3/(4/(7+(7+(9+9)))))
381,3 4 4 4 6 8,(3*(4/(4-((6+8)/4))))
382,3 4 6 11 11 11,(3+(4+(6-(11-(11+11)))))
383,3 5 5 5 7 7,(3-(5-((5*5)+(7/7))))
384,4 6 6 7 9 9,(4-((6-(7*(9+9)))/6))
385,3 4 5 5 11 11,(3/(4/(5+(5+(11+11)))))
386,7 7 7 7 9 11,(7-(((7+7)*(7-9))+11))
387,5 7 9 10 10 10,(((7+(9-10))*(10+10))/5)
388,3 3 3 3 3 8,(3*(((3+(3+8))-3)-3))
389,3 5 6 6 7 8,(3*(5-(6+(6-(7+8)))))
390,4 4 5 7 11 11,(4-(4+(5-(7+(11+11)))))
391,4 5 6 7 7 8,(4*(5+(6/(7+(7-8)))))
392,3 5 5 7 10 10,(((5+(7+(10+10)))-5)-3)
393,7 8 9 9 10 11,(((9+(9+(10+11)))-8)-7)
394,4 6 6 6 6 7,(4*(6*(((6+7)-6)-6)))
395,3 3 7 7 7 9,(((7+(7+(7+9)))-3)-3)
396,4 5 6 7 8 9,(4/(5/(6+(7+(8+9)))))
397,6 6 6 6 6 11,((6+(6*(6+(6+11))))/6)
398,6 6 6 10 10 10,(((6+(10+(10+10)))-6)-6)
399,3 5 5 6 7 9,(3*((5+(6-(7-9)))-5))
400,5 5 5 5 11 11,((5+(5+(5*(11+11))))/5)
401,3 3 3 3 4 8,(3+(3+(3+(3+(4+8)))))
402,4 4 8 8 8 8,(((8+(8+(8+8)))-4)-4)
403,3 5 6 6 8 8,(3+(5-(6-(6+(8+8)))))
404,4 8 10 10 10 11,((8+(10-(10*(10-11))))-4)
405,6 9 10 10 10 10,(6*(9-(10*(10/(10+10)))))
406,10 10 11 11 11 11,(((11+(11+(11+11)))-10)-10)
407,3 4 7 10 10 10,((4-(7-(10+(10+10))))-3)
408,4 6 6 8 10 10,(((6+(8+(10+10)))-6)-4)
409,3 5 5 6 8 9,(3+(5+(5-(6-(8+9)))))
410,3 9 9 10 10 10,(3*(9+(9+(10-(10+10)))))
411,6 6 7 8 8 8,((6*(7-((8+8)/8)))-6)
412,3 3 3 5 8 11,(3*((((8+11)-5)-3)-3))
413,4 4 4 8 8 11,((4*(((8+11)-8)-4))-4)
414,4 6 6 8 11 11,(4/(6/(6+(8+(11+11)))))
415,3 3 3 4 4 10,(3-(3*(3+(4-(4+10)))))
416,5 5 5 7 7 11,(((5*(7+(7+11)))-5)/5)
417,3 3 3 8 8 9,(((3*(8+(8+9)))-3)/3)
