Rank,Puzzles,Solutions
32,2 5 5 5 6 7 9 12 12 24 27 27 28 29 33 33 34 36 39 40,((5*(5-(5+(6-(7+(9+(12+(12+(24+(27+(27+(28+(29+(33+(33+(34+(36+(39+40))))))))))))))))))/2)
33,5 6 11 12 13 16 17 20 22 23 27 28 29 29 31 32 35 37 37 39,(5*((11*((((17+(20+(22+(23+(27+(28+(29+(29+(31+(32+(35+(37+(37+39)))))))))))))-16)/13)-12))-6))
34,2 4 5 7 8 9 11 12 13 14 14 14 15 16 19 19 22 24 26 38,(2*(4*(5*((((11+(12+(13+(14+(14+(14+(15+(16+(19+(19+(22+(24+(26+38)))))))))))))-9)/8)-7))))
35,3 3 4 5 5 11 12 12 15 16 21 21 23 24 29 30 31 35 37 38,(3-(3*(4+(5+(5+(11-(12+(12+(15+(16+(21+(21+(23+(24+(29+(30+(31+(35+(37+38)))))))))))))))))))
36,3 3 7 8 10 10 12 13 14 17 19 20 24 24 26 29 29 36 38 39,(3+(3*(7-(8+(10+(10-(12+(13+(14+(17+(19+(20+(24+(24+(26+(29+(29+(36+(38+39)))))))))))))))))))
37,1 2 3 3 6 8 9 10 17 18 19 22 24 24 26 27 28 30 37 39,(1+(2+(3*(3-(6+(8-(9+(10+(17+(18+(19+(22+(24+(24+(26+(27+(28+(30+(37+39)))))))))))))))))))
38,2 4 5 6 10 10 11 14 15 24 24 31 34 34 35 36 37 38 39 39,((4*(5*(6+((10+(11+(14+(15+(24+(24+(31+(34+(34+(35+(36+(37+(38+(39+39))))))))))))))/10))))-2)
39,2 4 5 5 6 7 10 11 11 18 21 22 23 24 26 27 27 28 31 34,(2/(4/((5+(6*(7+(10+(11+(11+(18+(21+(22+(23+(24+(26+(27+(27+(28+(31+34))))))))))))))))-5)))
40,2 2 5 5 6 14 15 19 23 25 25 25 27 29 30 32 33 34 37 37,((2*(((6*(14+(15+(19+(23+(25+(25+(25+(27+(29+(30+(32+(33+(34+(37+37)))))))))))))))/5)-5))-2)
41,1 2 2 3 4 7 11 13 13 15 16 22 22 23 23 24 31 32 34 37,((2+(2-(3*(4-(7+(11+(13+(13+(15+(16+(22+(22+(23+(23+(24+(31+(32+(34+37))))))))))))))))))-1)
42,3 7 9 9 9 10 12 13 14 14 15 18 19 19 21 29 30 31 35 40,(3*((9+(9+(9-(10-(12+(13+(14+(14+(15+(18+(19+(19+(21+(29+(30+(31+(35+40)))))))))))))))))-7))
43,8 8 11 13 13 14 14 18 18 18 19 20 21 24 26 28 30 32 33 38,(8*(8*(((13-(14-(14+(18+(18+(18+(19+(20+(21+(24+(26+(28+(30+(32+(33+38)))))))))))))))/13)-11)))
44,3 3 7 8 8 10 10 17 17 20 22 23 23 24 28 30 31 33 33 36,(3+((7+(8+(8*(10+(10+(17+(17+(20+(22+(23+(23+(24+(28+(30+(31+(33+(33+36)))))))))))))))))/3))
45,3 4 5 5 11 14 15 16 16 18 20 23 23 25 30 33 34 34 35 40,(3+((5-(5+(11*(14-(15+(16+(16+(18+(20+(23+(23+(25+(30+(33+(34+(34+(35+40)))))))))))))))))/4))
46,3 3 4 6 11 12 14 17 20 20 20 21 22 23 27 27 27 31 37 38,(3+(3*(4-(6+(11+(12-(14+(17+(20+(20+(20+(21+(22+(23+(27+(27+(27+(31+(37+38)))))))))))))))))))
47,1 2 3 4 4 8 10 14 16 21 23 24 24 27 30 32 32 37 39 40,(1*(2/(3/((4*((10+(14+(16+(21+(23+(24+(24+(27+(30+(32+(32+(37+(39+40)))))))))))))-8))-4))))
48,1 3 4 4 5 7 15 18 23 24 27 29 29 33 33 33 34 35 38 39,(((4+(4+(5+(7*(15+(18+(23+(24+(27+(29+(29+(33+(33+(33+(34+(35+(38+39)))))))))))))))))/3)-1)
49,4 5 5 6 7 9 11 11 12 12 13 14 14 14 14 19 21 27 29 37,(4*(5-(5+(6-(7-(9-(11+(11+(12+(12+(13+(14+(14+(14+(14+(19+(21+(27+(29+37)))))))))))))))))))
50,1 1 2 3 5 10 11 17 18 19 25 29 30 30 31 35 36 37 37 40,(1*((((5*((11+(17+(18+(19+(25+(29+(30+(30+(31+(35+(36+(37+(37+40)))))))))))))-10))-3)/2)-1))
51,1 2 5 5 11 12 18 18 19 19 21 22 22 28 34 34 34 35 38 38,(1/(2/(5*(5+(11-(12-(18+(18+(19+(19+(21+(22+(22+(28+(34+(34+(34+(35+(38+38)))))))))))))))))))
52,3 5 6 6 9 11 13 15 19 21 24 24 27 27 29 29 35 37 37 40,((5*(((9*(11+(13+(15+(19+(21+(24+(24+(27+(27+(29+(29+(35+(37+(37+40)))))))))))))))/6)-6))/3)
53,1 2 8 15 18 19 21 21 22 22 22 28 28 33 33 34 36 40 40 40,(1*(2*(8+(15+(18+(19+(21+(21+(22+(22+(22+(28+(28+(33+(33+(34+(36+(40+(40+40)))))))))))))))))))
54,2 5 5 5 12 15 16 16 18 19 20 23 23 25 36 37 38 40 40 40,((5*((((15+(16+(16+(18+(19+(20+(23+(23+(25+(36+(37+(38+(40+(40+40))))))))))))))-12)-5)-5))/2)
55,1 3 8 8 8 13 15 15 16 19 20 21 24 24 26 28 29 30 33 34,(1*(3/(8/((8*((15+(15+(16+(19+(20+(21+(24+(24+(26+(28+(29+(30+(33+34)))))))))))))-13))-8))))
56,2 2 3 4 5 6 8 18 18 24 25 27 28 30 33 34 34 37 38 40,((2+(3*(4/(5/(6+(8+(18+(18+(24+(25+(27+(28+(30+(33+(34+(34+(37+(38+40))))))))))))))))))-2)
57,3 4 5 9 18 19 21 23 26 27 29 32 32 32 33 33 36 37 38 38,((4/(5/(9*(((21+(23+(26+(27+(29+(32+(32+(32+(33+(33+(36+(37+(38+38)))))))))))))-19)-18))))/3)
58,2 5 9 10 10 13 23 23 24 24 24 24 26 30 30 32 32 33 35 40,((5*((((13+(23+(23+(24+(24+(24+(24+(26+(30+(30+(32+(32+(33+(35+40))))))))))))))-10)-10)-9))/2)
59,2 6 8 10 16 18 19 19 19 19 21 22 22 22 24 26 29 30 31 33,(2/(6/(8*((16+(18+(19+(19+(19+(19+(21+(22+(22+(22+(24+(26+(29+(30+(31+33)))))))))))))))-10))))
60,2 3 8 8 9 18 21 23 24 28 28 30 30 32 33 34 36 37 38 40,(2*(3+(8+(8+(9+(18+(21+(23+(24+(28+(28+(30+(30+(32+(33+(34+(36+(37+(38+40)))))))))))))))))))
61,2 13 14 15 15 19 23 26 29 29 31 34 34 35 36 36 39 39 39 40,(2*(13-(14-(15+(15-(19-(23+(26+(29+(29+(31+(34+(34+(35+(36+(36+(39+(39+(39+40)))))))))))))))))))
62,4 4 5 7 9 11 12 12 13 13 17 18 18 20 21 22 22 24 24 32,(4*(4-(5+(7+(9+(11-(12+(12+(13+(13+(17+(18+(18+(20+(21+(22+(22+(24+(24+32)))))))))))))))))))
63,1 4 10 13 13 14 19 21 25 26 26 29 30 31 32 34 37 37 38 39,(1/(4/(10*((((19+(21+(25+(26+(26+(29+(30+(31+(32+(34+(37+(37+(38+39)))))))))))))-14)-13)-13))))
64,1 4 5 8 12 13 14 16 18 20 21 23 25 27 30 30 30 37 38 38,(1+(4-((8-(12+(13*(14+(16+(18+(20+(21+(23+(25+(27+(30+(30+(30+(37+(38+38))))))))))))))))/5)))
65,3 6 6 7 7 8 10 10 14 15 16 17 20 28 28 28 32 35 37 38,(3*((6+(7-(7+(8-(10+(10+(14+(15+(16+(17+(20+(28+(28+(28+(32+(35+(37+38)))))))))))))))))-6))
66,1 2 3 5 6 9 10 11 12 16 21 21 22 22 24 25 27 32 34 36,(((3*(5-(6-(9+(10+(11+(12+(16+(21+(21+(22+(22+(24+(25+(27+(32+(34+36)))))))))))))))))-2)-1)
67,3 5 7 7 7 8 9 11 11 14 15 15 17 27 28 30 32 36 37 40,(3*(5+((7-(7*(8-(9+(11+(11+(14+(15+(15+(17+(27+(28+(30+(32+(36+(37+40))))))))))))))))/7)))
68,2 2 4 4 5 6 8 8 12 13 15 17 21 27 30 30 33 37 37 38,(2*(2*(4*((((8+(8+(12+(13+(15+(17+(21+(27+(30+(30+(33+(37+(37+38)))))))))))))-6)/5)-4))))
69,3 3 7 10 10 11 13 14 15 17 19 19 27 27 28 29 29 34 35 39,((3*(7-(10+(10+(11-(13+(14+(15+(17+(19+(19+(27+(27+(28+(29+(29+(34+(35+39))))))))))))))))))-3)
70,1 2 3 5 5 5 10 13 14 14 16 22 23 25 27 27 31 36 36 40,(1+(2-(3*(5+(5+(5-(10+(13+(14+(14+(16+(22+(23+(25+(27+(27+(31+(36+(36+40)))))))))))))))))))
71,2 2 4 4 5 7 9 10 12 16 17 20 20 22 24 27 28 32 33 37,(2-(2+(4*(4/(5/(7-(9+(10+(12+(16+(17+(20+(20+(22+(24+(27+(28+(32+(33+37)))))))))))))))))))
72,3 4 6 7 15 15 17 17 21 24 27 28 29 32 32 34 35 36 38 38,(3*((6/(7/(((17+(17+(21+(24+(27+(28+(29+(32+(32+(34+(35+(36+(38+38)))))))))))))-15)-15)))-4))
73,1 2 5 6 6 6 8 11 15 17 23 28 34 36 37 37 37 38 39 40,(1*(2/(5/(6*((6+(8+(11+(15+(17+(23+(28+(34+(36+(37+(37+(37+(38+(39+40))))))))))))))-6)))))
74,4 7 7 8 12 17 17 18 22 24 26 27 28 30 31 32 34 35 37 37,(4*(((8/(12/((17+(18+(22+(24+(26+(27+(28+(30+(31+(32+(34+(35+(37+37)))))))))))))-17)))-7)-7))
75,2 5 7 9 10 10 16 17 18 22 23 23 31 32 32 34 37 38 39 40,((5*((9-(10+(10-(16+(17+(18+(22+(23+(23+(31+(32+(32+(34+(37+(38+(39+40))))))))))))))))-7))/2)
76,3 4 8 11 11 16 16 17 20 20 20 20 21 22 22 22 24 29 31 40,(3*(4+(8+(11-(11+(16-(16+(17+(20+(20+(20+(20+(21+(22+(22+(22+(24+(29+(31+40)))))))))))))))))))
77,1 2 2 6 7 8 8 12 12 13 14 14 21 25 27 28 30 30 33 38,(((2+(6*(7+(8+(8+(12+(12+(13+(14+(14+(21+(25+(27+(28+(30+(30+(33+38)))))))))))))))))/2)-1)
78,1 3 4 5 6 6 7 11 12 14 14 15 22 23 26 34 35 35 37 38,(1*(3*(4+(5-(6+(6-(7+(11+(12+(14+(14+(15+(22+(23+(26+(34+(35+(35+(37+38)))))))))))))))))))
79,3 3 4 4 6 8 15 17 17 18 19 20 20 23 25 25 29 31 31 37,((3*((((8+(15+(17+(17+(18+(19+(20+(20+(23+(25+(25+(29+(31+(31+37))))))))))))))-6)-4)-4))-3)
80,2 3 4 4 6 8 8 11 13 13 14 15 15 15 17 22 23 33 36 37,(2*(3*(4*((((8+(11+(13+(13+(14+(15+(15+(15+(17+(22+(23+(33+(36+37)))))))))))))-8)/6)-4))))
81,2 3 3 6 6 17 18 18 20 21 21 22 23 23 24 25 29 29 30 40,((3-(3+(6*(6+(17-(18+(18+(20+(21+(21+(22+(23+(23+(24+(25+(29+(29+(30+40))))))))))))))))))/2)
82,1 2 2 3 3 6 8 8 9 12 16 22 24 26 26 29 31 32 33 38,(1-(2+(2-(3+(3*(6+(8+(8+(9+(12+(16+(22+(24+(26+(26+(29+(31+(32+(33+38)))))))))))))))))))
83,1 3 5 5 6 7 10 15 16 17 18 19 19 23 25 28 28 35 39 39,(1*(3*(((6-(7-(10+(15+(16+(17+(18+(19+(19+(23+(25+(28+(28+(35+(39+39)))))))))))))))-5)-5)))
84,2 5 9 9 13 14 16 18 18 25 25 26 30 30 30 32 37 37 39 40,((5*(((13-(14-(16+(18+(18+(25+(25+(26+(30+(30+(30+(32+(37+(37+(39+40)))))))))))))))-9)-9))/2)
85,3 7 8 9 11 12 12 12 14 19 20 21 23 24 28 29 34 37 38 40,(3*((8-(9+(11+(12-(12+(12+(14+(19+(20+(21+(23+(24+(28+(29+(34+(37+(38+40)))))))))))))))))-7))
86,3 3 7 8 11 14 14 16 17 19 19 19 22 25 26 28 32 35 38 39,(3*((7-(8+(11+(14-(14+(16+(17+(19+(19+(19+(22+(25+(26+(28+(32+(35+(38+39)))))))))))))))))-3))
87,1 7 7 16 16 17 18 19 19 20 21 25 30 30 30 31 34 36 39 40,(1+(7-((16-(16+(17*(18+(19+(19+(20+(21+(25+(30+(30+(30+(31+(34+(36+(39+40))))))))))))))))/7)))
88,6 6 7 8 8 12 14 16 16 17 17 19 21 23 24 25 25 28 30 40,((((8*(8*(12*(14+(16+(16+(17+(17+(19+(21+(23+(24+(25+(25+(28+(30+40))))))))))))))))/7)/6)/6)
89,1 3 4 4 8 8 9 10 12 12 15 16 25 27 35 37 38 38 39 40,(1/(3/(((8*(8+(9+(10+(12+(12+(15+(16+(25+(27+(35+(37+(38+(38+(39+40)))))))))))))))-4)-4)))
90,3 4 4 4 5 9 11 15 15 15 20 20 20 23 26 27 35 35 36 38,(3*((((5-(9-(11+(15+(15+(15+(20+(20+(20+(23+(26+(27+(35+(35+(36+38)))))))))))))))-4)-4)-4))
91,2 6 7 12 14 15 16 16 18 19 19 22 23 25 25 28 29 32 35 37,((6*((12-(14+(15-(16+(16+(18+(19+(19+(22+(23+(25+(25+(28+(29+(32+(35+37))))))))))))))))-7))/2)
92,1 1 2 3 3 5 7 7 8 14 14 15 25 26 27 29 31 34 37 37,(1*(1+(2+(3*(3+(5+(7+(7+(8+(14+(14+(15+(25+(26+(27+(29+(31+(34+(37+37)))))))))))))))))))
93,2 2 6 10 10 11 14 16 17 19 23 23 25 32 32 33 34 35 36 40,(2*(2*(6/(10/(10+(11+(14+(16+(17+(19+(23+(23+(25+(32+(32+(33+(34+(35+(36+40)))))))))))))))))))
94,3 4 6 10 11 11 11 11 12 12 16 17 23 24 25 25 26 34 36 39,((((10*(((11+(11+(12+(12+(16+(17+(23+(24+(25+(25+(26+(34+(36+39)))))))))))))-11)-11))-6)-4)/3)
95,3 3 10 12 15 15 16 16 19 20 24 24 25 26 28 30 31 35 36 39,(3*(3-(10+(12+(15+(15-(16+(16+(19+(20+(24+(24+(25+(26+(28+(30+(31+(35+(36+39)))))))))))))))))))
96,3 4 4 8 9 9 16 16 17 18 24 24 25 28 30 34 35 36 36 39,((4-(4+(8*(9+(9-(16+(16+(17+(18+(24+(24+(25+(28+(30+(34+(35+(36+(36+39))))))))))))))))))/3)
97,2 3 3 3 6 7 8 9 15 17 18 19 22 24 26 26 27 32 33 33,(2*(3*(3*(3-((7-(8+(9+(15+(17+(18+(19+(22+(24+(26+(26+(27+(32+(33+33))))))))))))))/6)))))
98,1 2 3 3 3 4 10 12 14 15 16 16 20 25 27 28 29 31 34 36,(((3+(3*(3+(4+(10+(12+(14+(15+(16+(16+(20+(25+(27+(28+(29+(31+(34+36)))))))))))))))))-2)-1)
99,2 4 8 11 14 15 17 25 26 26 32 32 33 34 36 36 38 38 39 40,(2*(((11+(14+(15+(17+(25+(26+(26+(32+(32+(33+(34+(36+(36+(38+(38+(39+40))))))))))))))))-8)-4))
100,1 2 4 4 4 6 6 9 12 14 17 18 21 29 30 32 32 34 35 36,(1-(2*(4+(4-((6*(6+(9+(12+(14+(17+(18+(21+(29+(30+(32+(32+(34+(35+36))))))))))))))/4)))))
101,1 3 4 5 6 7 13 23 23 25 25 26 28 28 29 30 31 38 40 40,(1*(3*(4/(5/((7+(13+(23+(23+(25+(25+(26+(28+(28+(29+(30+(31+(38+(40+40))))))))))))))-6)))))
102,2 5 8 9 12 12 14 15 16 16 20 20 24 25 33 33 34 34 35 40,((5*((9+(12+(12+(14+(15+(16+(16+(20+(20+(24+(25+(33+(33+(34+(34+(35+40))))))))))))))))-8))/2)
103,3 7 10 10 11 12 13 14 15 19 23 24 24 24 28 29 29 33 36 37,(3*((((11-(12-(13+(14+(15+(19+(23+(24+(24+(24+(28+(29+(29+(33+(36+37)))))))))))))))-10)-10)-7))
104,2 4 4 5 5 6 6 7 14 16 19 22 22 23 26 30 31 32 35 40,((((((6*(6+(7+(14+(16+(19+(22+(22+(23+(26+(30+(31+(32+(35+40))))))))))))))-5)-5)-4)-4)/2)
