Rank,Puzzles,Solutions
466,302 326,(326-302)
467,843 867,(867-843)
468,253 277,(277-253)
469,970 994,(994-970)
470,921 945,(945-921)
471,331 355,(355-331)
472,34 816,(816/34)
473,328 352,(352-328)
474,869 893,(893-869)
475,279 303,(303-279)
476,276 300,(300-276)
477,406 430,(430-406)
478,947 971,(971-947)
479,357 381,(381-357)
480,828 852,(852-828)
481,354 378,(378-354)
482,305 329,(329-305)
483,435 459,(459-435)
484,432 456,(456-432)
485,973 997,(997-973)
486,903 927,(927-903)
487,383 407,(407-383)
488,854 878,(878-854)
489,380 404,(404-380)
490,461 485,(485-461)
491,458 482,(482-458)
492,929 953,(953-929)
493,409 433,(433-409)
494,536 560,(560-536)
495,487 511,(511-487)
496,24 576,(576/24)
497,484 508,(508-484)
498,955 979,(979-955)
499,562 586,(586-562)
500,513 537,(537-513)
501,510 534,(534-510)
502,588 612,(612-588)
503,539 563,(563-539)
504,469 493,(493-469)
505,417 441,(441-417)
506,614 638,(638-614)
507,24 48,(48-24)
508,495 519,(519-495)
509,443 467,(467-443)
510,573 597,(597-573)
511,14 336,(336/14)
512,50 74,(74-50)
513,521 545,(545-521)
514,599 623,(623-599)
515,6 30,(30-6)
516,547 571,(571-547)
517,625 649,(649-625)
518,35 59,(59-35)
519,32 56,(56-32)
520,703 727,(727-703)
521,700 724,(724-700)
522,110 134,(134-110)
523,651 675,(675-651)
524,61 85,(85-61)
525,58 82,(82-58)
526,778 802,(802-778)
527,9 33,(33-9)
528,729 753,(753-729)
529,139 163,(163-139)
530,726 750,(750-726)
531,136 160,(160-136)
532,677 701,(701-677)
533,607 631,(631-607)
534,87 111,(111-87)
535,84 108,(108-84)
536,804 828,(828-804)
537,214 238,(238-214)
538,755 779,(779-755)
539,165 189,(189-165)
540,752 776,(776-752)
541,162 186,(186-162)
542,633 657,(657-633)
543,113 137,(137-113)
544,243 267,(267-243)
545,830 854,(854-830)
546,240 264,(264-240)
547,781 805,(805-781)
548,711 735,(735-711)
549,191 215,(215-191)
550,188 212,(212-188)
551,659 683,(683-659)
552,27 648,(648/27)
553,269 293,(293-269)
554,856 880,(880-856)
555,266 290,(290-266)
556,737 761,(761-737)
557,217 241,(241-217)
558,147 171,(171-147)
559,685 709,(709-685)
560,815 839,(839-815)
561,292 316,(316-292)
562,763 787,(787-763)
563,173 197,(197-173)
564,841 865,(865-841)
565,318 342,(342-318)
566,789 813,(813-789)
567,199 223,(223-199)
568,867 891,(891-867)
569,277 301,(301-277)
570,225 249,(249-225)
571,945 969,(969-945)
572,893 917,(917-893)
573,303 327,(327-303)
574,774 798,(798-774)
575,251 275,(275-251)
576,971 995,(995-971)
577,16 384,(384/16)
578,381 405,(405-381)
579,39 936,(936/39)
580,919 943,(943-919)
581,849 873,(873-849)
582,329 353,(353-329)
583,800 824,(824-800)
584,456 480,(480-456)
585,407 431,(431-407)
586,878 902,(902-878)
587,875 899,(899-875)
588,355 379,(379-355)
589,285 309,(309-285)
590,826 850,(850-826)
591,482 506,(506-482)
592,953 977,(977-953)
593,433 457,(457-433)
594,904 928,(928-904)
595,314 338,(338-314)
596,901 925,(925-901)
597,311 335,(335-311)
598,852 876,(876-852)
599,508 532,(532-508)
600,459 483,(483-459)
601,930 954,(954-930)
602,340 364,(364-340)
603,927 951,(951-927)
604,337 361,(361-337)
605,534 558,(558-534)
606,485 509,(509-485)
607,415 439,(439-415)
608,956 980,(980-956)
609,363 387,(387-363)
610,560 584,(584-560)
611,441 465,(465-441)
612,389 413,(413-389)
613,519 543,(543-519)
614,467 491,(491-467)
615,29 696,(696/29)
616,545 569,(569-545)
617,25 49,(49-25)
618,493 517,(517-493)
619,623 647,(647-623)
620,571 595,(595-571)
621,452 476,(476-452)
622,649 673,(673-649)
623,18 432,(432/18)
624,597 621,(621-597)
625,527 551,(551-527)
626,7 31,(31-7)
627,478 502,(502-478)
628,675 699,(699-675)
629,85 109,(109-85)
630,553 577,(577-553)
631,19 456,(456/19)
632,33 57,(57-33)
633,504 528,(528-504)
634,701 725,(725-701)
635,111 135,(135-111)
636,582 606,(606-582)
637,579 603,(603-579)
638,59 83,(83-59)
639,530 554,(554-530)
640,186 210,(210-186)
641,727 751,(751-727)
642,657 681,(681-657)
643,137 161,(161-137)
644,608 632,(632-608)
645,18 42,(42-18)
646,605 629,(629-605)
647,15 39,(39-15)
648,556 580,(580-556)
649,686 710,(710-686)
650,212 236,(236-212)
651,683 707,(707-683)
652,163 187,(187-163)
653,93 117,(117-93)
654,634 658,(658-634)
655,44 68,(68-44)
656,631 655,(655-631)
657,41 65,(65-41)
658,761 785,(785-761)
659,712 736,(736-712)
660,238 262,(262-238)
661,709 733,(733-709)
662,119 143,(143-119)
663,660 684,(684-660)
664,70 94,(94-70)
665,67 91,(91-67)
666,787 811,(811-787)
667,197 221,(221-197)
668,738 762,(762-738)
669,735 759,(759-735)
670,145 169,(169-145)
671,31 744,(744/31)
672,813 837,(837-813)
673,223 247,(247-223)
674,764 788,(788-764)
675,694 718,(718-694)
676,171 195,(195-171)
677,891 915,(915-891)
678,839 863,(863-839)
679,249 273,(273-249)
680,720 744,(744-720)
681,2 22,(2+22)
682,917 941,(941-917)
683,327 351,(351-327)
684,865 889,(889-865)
685,275 299,(299-275)
686,746 770,(770-746)
687,943 967,(967-943)
688,353 377,(377-353)
689,824 848,(848-824)
690,301 325,(325-301)
691,231 255,(255-231)
692,772 796,(796-772)
693,969 993,(993-969)
694,379 403,(403-379)
695,850 874,(874-850)
696,260 284,(284-260)
697,257 281,(281-257)
698,798 822,(822-798)
699,928 952,(952-928)
700,925 949,(949-925)
701,405 429,(429-405)
702,335 359,(359-335)
703,876 900,(900-876)
704,286 310,(310-286)
705,283 307,(307-283)
706,954 978,(978-954)
707,7 17,(7+17)
708,364 388,(388-364)
709,951 975,(975-951)
710,21 504,(504/21)
711,361 385,(385-361)
712,902 926,(926-902)
713,312 336,(336-312)
714,309 333,(333-309)
715,390 414,(414-390)
716,387 411,(411-387)
717,338 362,(362-338)
718,465 489,(489-465)
719,416 440,(440-416)
720,413 437,(437-413)
721,494 518,(518-494)
722,491 515,(515-491)
723,962 986,(986-962)
724,442 466,(466-442)
725,439 463,(463-439)
726,569 593,(593-569)
727,520 544,(544-520)
728,517 541,(541-517)
729,468 492,(492-468)
730,398 422,(422-398)
731,12 12,(12+12)
732,595 619,(619-595)
733,5 29,(29-5)
734,543 567,(567-543)
735,33 792,(792/33)
736,424 448,(448-424)
737,621 645,(645-621)
738,31 55,(55-31)
739,502 526,(526-502)
740,450 474,(474-450)
741,647 671,(671-647)
742,57 81,(81-57)
743,528 552,(552-528)
744,476 500,(500-476)
745,83 107,(107-83)
746,554 578,(578-554)
747,632 656,(656-632)
748,109 133,(133-109)
749,39 63,(63-39)
750,23 552,(552/23)
751,580 604,(604-580)
752,707 731,(731-707)
753,658 682,(682-658)
754,68 92,(92-68)
755,655 679,(679-655)
756,65 89,(89-65)
757,606 630,(630-606)
758,16 40,(40-16)
759,736 760,(760-736)
760,13 37,(37-13)
761,733 757,(757-733)
762,143 167,(167-143)
763,684 708,(708-684)
764,94 118,(118-94)
765,681 705,(705-681)
766,565 589,(589-565)
767,91 115,(115-91)
768,811 835,(835-811)
769,42 66,(66-42)
770,762 786,(786-762)
771,172 196,(196-172)
772,759 783,(783-759)
773,169 193,(193-169)
774,710 734,(734-710)
775,640 664,(664-640)
776,120 144,(144-120)
777,117 141,(141-117)
778,837 861,(861-837)
779,788 812,(812-788)
780,198 222,(222-198)
781,785 809,(809-785)
782,195 219,(219-195)
783,666 690,(690-666)
784,146 170,(170-146)
785,76 100,(100-76)
786,863 887,(887-863)
787,273 297,(297-273)
788,814 838,(838-814)
789,744 768,(768-744)
790,224 248,(248-224)
791,221 245,(245-221)
792,692 716,(716-692)
793,102 126,(126-102)
794,889 913,(913-889)
795,299 323,(323-299)
796,840 864,(864-840)
797,770 794,(794-770)
798,250 274,(274-250)
799,247 271,(271-247)
800,718 742,(742-718)
801,128 152,(152-128)
802,325 349,(349-325)
803,36 864,(864/36)
804,796 820,(820-796)
805,206 230,(230-206)
806,154 178,(178-154)
807,874 898,(898-874)
808,351 375,(375-351)
809,822 846,(846-822)
810,232 256,(256-232)
811,180 204,(204-180)
812,900 924,(924-900)
813,310 334,(334-310)
814,848 872,(872-848)
815,258 282,(282-258)
816,926 950,(950-926)
817,336 360,(360-336)
818,807 831,(831-807)
819,284 308,(308-284)
820,26 624,(624/26)
821,411 435,(435-411)
822,952 976,(976-952)
823,882 906,(906-882)
824,362 386,(386-362)
825,833 857,(857-833)
826,440 464,(464-440)
827,437 461,(461-437)
828,25 600,(600/25)
829,908 932,(932-908)
830,388 412,(412-388)
831,859 883,(883-859)
832,515 539,(539-515)
833,466 490,(490-466)
834,937 961,(961-937)
835,463 487,(487-463)
836,934 958,(958-934)
837,414 438,(438-414)
838,344 368,(368-344)
839,885 909,(909-885)
840,295 319,(319-295)
841,541 565,(565-541)
842,492 516,(516-492)
843,963 987,(987-963)
844,489 513,(513-489)
845,960 984,(984-960)
846,370 394,(394-370)
847,911 935,(935-911)
848,567 591,(591-567)
849,518 542,(542-518)
850,448 472,(472-448)
851,396 420,(420-396)
852,593 617,(617-593)
853,3 27,(27-3)
854,474 498,(498-474)
855,422 446,(446-422)
856,552 576,(576-552)
857,29 53,(53-29)
858,500 524,(524-500)
859,578 602,(602-578)
860,526 550,(550-526)
861,38 912,(912/38)
862,604 628,(628-604)
863,14 38,(38-14)
864,682 706,(706-682)
865,630 654,(654-630)
866,40 64,(64-40)
867,511 535,(535-511)
868,708 732,(732-708)
869,118 142,(142-118)
870,656 680,(680-656)
871,586 610,(610-586)
872,66 90,(90-66)
873,537 561,(561-537)
874,193 217,(217-193)
875,734 758,(758-734)
876,144 168,(168-144)
877,615 639,(639-615)
878,141 165,(165-141)
879,612 636,(636-612)
880,92 116,(116-92)
881,22 46,(46-22)
882,563 587,(587-563)
883,28 672,(672/28)
884,219 243,(243-219)
885,760 784,(784-760)
886,690 714,(714-690)
887,170 194,(194-170)
888,641 665,(665-641)
889,167 191,(191-167)
890,638 662,(662-638)
891,48 72,(72-48)
892,589 613,(613-589)
893,719 743,(743-719)
894,245 269,(269-245)
895,716 740,(740-716)
896,196 220,(220-196)
897,126 150,(150-126)
898,667 691,(691-667)
899,1 23,(1+23)
900,664 688,(688-664)
901,74 98,(98-74)
902,271 295,(295-271)
903,742 766,(766-742)
904,152 176,(176-152)
905,693 717,(717-693)
906,100 124,(124-100)
907,820 844,(844-820)
908,297 321,(321-297)
909,768 792,(792-768)
910,178 202,(202-178)
911,846 870,(870-846)
912,256 280,(280-256)
913,794 818,(818-794)
914,204 228,(228-204)
915,872 896,(896-872)
916,40 960,(960/40)
917,282 306,(306-282)
918,753 777,(777-753)
919,230 254,(254-230)
920,360 384,(384-360)
921,6 18,(6+18)
922,1 24,(1*24)
923,898 922,(922-898)
924,308 332,(332-308)
925,779 803,(803-779)
926,189 213,(213-189)
927,41 984,(984/41)
928,386 410,(410-386)
929,857 881,(881-857)
930,334 358,(358-334)
931,264 288,(288-264)
932,805 829,(829-805)
933,215 239,(239-215)
934,932 956,(956-932)
935,412 436,(436-412)
936,883 907,(907-883)
937,293 317,(317-293)
938,880 904,(904-880)
939,290 314,(314-290)
940,831 855,(855-831)
941,241 265,(265-241)
942,958 982,(982-958)
943,30 720,(720/30)
944,438 462,(462-438)
945,909 933,(933-909)
946,319 343,(343-319)
947,906 930,(930-906)
948,316 340,(340-316)
949,267 291,(291-267)
950,464 488,(488-464)
951,394 418,(418-394)
952,935 959,(959-935)
953,345 369,(369-345)
954,342 366,(366-342)
955,423 447,(447-423)
956,420 444,(444-420)
957,961 985,(985-961)
958,371 395,(395-371)
959,368 392,(392-368)
960,498 522,(522-498)
961,449 473,(473-449)
962,446 470,(470-446)
963,397 421,(421-397)
964,524 548,(548-524)
965,475 499,(499-475)
966,472 496,(496-472)
967,550 574,(574-550)
968,431 455,(455-431)
969,628 652,(652-628)
970,4 20,(4+20)
971,576 600,(600-576)
972,457 481,(481-457)
973,654 678,(678-654)
974,64 88,(88-64)
975,602 626,(626-602)
976,12 36,(36-12)
977,483 507,(507-483)
978,680 704,(704-680)
979,90 114,(114-90)
980,561 585,(585-561)
981,38 62,(62-38)
982,509 533,(533-509)
983,3 72,(72/3)
984,706 730,(730-706)
985,636 660,(660-636)
986,116 140,(140-116)
987,587 611,(611-587)
988,535 559,(559-535)
989,665 689,(689-665)
990,662 686,(686-662)
991,142 166,(166-142)
992,72 96,(96-72)
993,613 637,(637-613)
994,9 15,(9+15)
995,23 47,(47-23)
996,20 44,(44-20)
997,740 764,(764-740)
998,691 715,(715-691)
999,101 125,(125-101)
1000,688 712,(712-688)
1001,98 122,(122-98)
1002,639 663,(663-639)
1003,49 73,(73-49)
1004,46 70,(70-46)
1005,766 790,(790-766)
1006,717 741,(741-717)
1007,127 151,(151-127)
1008,714 738,(738-714)
1009,124 148,(148-124)
1010,75 99,(99-75)
1011,795 819,(819-795)
1012,792 816,(816-792)
1013,202 226,(226-202)
1014,743 767,(767-743)
1015,673 697,(697-673)
1016,153 177,(177-153)
1017,150 174,(174-150)
1018,821 845,(845-821)
1019,818 842,(842-818)
1020,228 252,(252-228)
1021,769 793,(793-769)
1022,699 723,(723-699)
1023,179 203,(203-179)
1024,176 200,(200-176)
1025,306 330,(330-306)
1026,847 871,(871-847)
1027,844 868,(868-844)
1028,254 278,(278-254)
1029,725 749,(749-725)
1030,205 229,(229-205)
1031,135 159,(159-135)
