Rank,Puzzles,Solutions
26,1 2 3 3 3 4 5 12 15 15 16 18 18 19 20 23 39 40 40 40,(1*(2*((3*((4+(5+(12+(15+(15+(16+(18+(18+(19+(20+(23+(39+(40+(40+40))))))))))))))-3))-3)))
27,1 5 5 6 6 8 10 15 17 20 20 22 24 25 30 32 33 39 39 39,(1*((5*(6+(6+(8+(10+(15+(17+(20+(20+(22+(24+(25+(30+(32+(33+(39+(39+39)))))))))))))))))-5))
28,1 2 3 4 4 10 11 13 13 14 14 16 20 25 27 33 35 35 36 39,(1/(2/(3*((4*((11+(13+(13+(14+(14+(16+(20+(25+(27+(33+(35+(35+(36+39)))))))))))))-10))-4))))
29,2 2 4 4 6 6 8 10 11 12 14 14 15 27 28 30 30 35 40 40,(2-(2+(4-(4+(6*(6+(8+(10+(11+(12+(14+(14+(15+(27+(28+(30+(30+(35+(40+40)))))))))))))))))))
30,5 8 10 13 13 14 15 17 18 18 20 21 25 29 31 33 35 36 36 40,(5*(8-(10-(13+(13-(14-(15+(17+(18+(18+(20+(21+(25+(29+(31+(33+(35+(36+(36+40)))))))))))))))))))
31,3 6 12 13 14 14 15 16 17 18 25 25 26 27 28 30 31 37 37 39,(3-(6*(12+(13/(14/(14-(15+(16+(17+(18+(25+(25+(26+(27+(28+(30+(31+(37+(37+39)))))))))))))))))))
32,5 8 13 13 15 15 16 17 19 23 26 27 28 31 35 36 36 36 38 38,(5*(8+(13-(13+(15+(15-(16+(17+(19+(23+(26+(27+(28+(31+(35+(36+(36+(36+(38+38)))))))))))))))))))
33,6 10 11 12 13 15 16 17 18 22 25 26 27 28 30 31 35 36 38 39,(6*(10*((12+((15+(16+(17+(18+(22+(25+(26+(27+(28+(30+(31+(35+(36+(38+39))))))))))))))/13))-11)))
34,3 4 4 5 8 9 10 15 16 22 22 27 27 34 34 34 37 38 40 40,(3*((((8*(9+(10+(15+(16+(22+(22+(27+(27+(34+(34+(34+(37+(38+(40+40)))))))))))))))/5)-4)-4))
35,5 8 11 12 13 17 19 21 21 23 24 27 28 29 31 36 36 36 37 39,(5*(8+(11-(12+(13+(17-(19+(21+(21+(23+(24+(27+(28+(29+(31+(36+(36+(36+(37+39)))))))))))))))))))
36,2 3 5 8 10 11 12 16 18 22 24 24 25 25 30 31 34 34 39 40,(2+(3+(5*(8-(10-(11+(12+(16+(18+(22+(24+(24+(25+(25+(30+(31+(34+(34+(39+40)))))))))))))))))))
37,5 6 9 10 10 14 16 17 23 23 23 25 32 33 34 36 37 37 39 40,(5*((9-(10+(10+(14-(16+(17+(23+(23+(23+(25+(32+(33+(34+(36+(37+(37+(39+40)))))))))))))))))-6))
38,1 2 3 8 9 12 12 13 16 16 16 18 19 25 29 32 35 39 39 39,(1*(2*(3*(8/(9/(12+(12+(13+(16+(16+(16+(18+(19+(25+(29+(32+(35+(39+(39+39)))))))))))))))))))
39,2 4 9 9 10 12 13 13 15 17 17 18 26 31 34 35 37 37 39 40,(2/(4/((9+(10*(12+(13+(13+(15+(17+(17+(18+(26+(31+(34+(35+(37+(37+(39+40))))))))))))))))-9)))
40,2 10 20 22 23 24 27 28 28 28 29 32 32 34 35 35 35 36 39 39,(2/(10/(20*(22-(23-(24+(27+(28+(28+(28+(29+(32+(32+(34+(35+(35+(35+(36+(39+39)))))))))))))))))))
41,1 2 3 7 8 8 12 13 19 19 20 23 24 27 27 28 29 32 35 35,(1*(2*(3*((((12+(13+(19+(19+(20+(23+(24+(27+(27+(28+(29+(32+(35+35)))))))))))))-8)-8)-7))))
42,8 10 12 13 14 16 18 18 19 21 22 23 26 26 26 27 35 39 40 40,(8*(10*(12/(13*(14/((18+(18+(19+(21+(22+(23+(26+(26+(26+(27+(35+(39+(40+40)))))))))))))-16))))))
43,4 7 10 10 10 11 16 16 17 24 25 28 28 29 30 30 30 31 34 38,(4*((10*(10+((11+(16+(16+(17+(24+(25+(28+(28+(29+(30+(30+(30+(31+(34+38))))))))))))))/10)))-7))
44,5 7 8 9 11 15 17 21 24 25 26 26 27 28 30 30 34 35 36 39,(5*(7-(8+(9-(11-(15-(17+(21+(24+(25+(26+(26+(27+(28+(30+(30+(34+(35+(36+39)))))))))))))))))))
45,6 8 10 10 10 11 17 22 23 23 24 25 26 26 29 30 35 36 37 38,(6*(8/(10/(10+(10-(11-(17+(22+(23+(23+(24+(25+(26+(26+(29+(30+(35+(36+(37+38)))))))))))))))))))
46,2 3 3 4 8 10 12 14 14 15 15 19 19 28 30 31 31 34 36 37,(2*((3*(4-(8+(10-(12+(14+(14+(15+(15+(19+(19+(28+(30+(31+(31+(34+(36+37)))))))))))))))))-3))
47,1 5 15 16 16 19 19 20 21 25 26 28 29 32 34 35 35 37 38 39,(1*(5*((16-(16+(19-(19+(20+(21+(25+(26+(28+(29+(32+(34+(35+(35+(37+(38+39))))))))))))))))-15)))
48,5 5 8 8 11 12 13 14 15 17 17 18 21 24 26 31 37 37 37 39,((5*(8+(8+(11+(12+(13+(14+(15+(17+(17+(18+(21+(24+(26+(31+(37+(37+(37+39))))))))))))))))))-5)
49,2 5 5 6 10 13 15 16 17 24 29 30 32 32 33 33 35 38 39 40,(2/(5*(5/(6*(10*((15+(16+(17+(24+(29+(30+(32+(32+(33+(33+(35+(38+(39+40)))))))))))))-13))))))
50,1 2 4 6 8 11 13 13 16 16 22 25 25 25 28 29 31 32 39 40,(((4*(((11*(13+(13+(16+(16+(22+(25+(25+(25+(28+(29+(31+(32+(39+40))))))))))))))/8)-6))-2)-1)
51,5 5 7 7 20 21 22 23 26 26 29 29 31 31 33 33 35 36 40 40,(5*(5-(7+(7+(20+(21-(22+(23+(26+(26+(29+(29+(31+(31+(33+(33+(35+(36+(40+40)))))))))))))))))))
52,5 5 6 8 8 9 13 15 23 25 26 26 28 28 33 33 40 40 40 40,(5*(5-(6+(8+(8+(9-(13+(15+(23+(25+(26+(26+(28+(28+(33+(33+(40+(40+(40+40)))))))))))))))))))
53,2 2 2 3 3 8 13 14 14 16 19 19 21 22 22 24 26 31 31 40,((2*((3+(3*(8+(13+(14+(14+(16+(19+(19+(21+(22+(22+(24+(26+(31+(31+40))))))))))))))))-2))-2)
54,1 5 6 10 13 21 23 23 24 26 26 27 27 29 33 35 36 37 37 39,(1*(5*(6-(10+(13+(21-(23+(23+(24+(26+(26+(27+(27+(29+(33+(35+(36+(37+(37+39)))))))))))))))))))
55,4 6 10 18 18 20 23 23 24 27 28 29 34 35 38 38 38 39 40 40,(4*((10-(18-(18+(20+(23+(23+(24+(27+(28+(29+(34+(35+(38+(38+(38+(39+(40+40)))))))))))))))))-6))
56,4 7 8 10 10 12 14 18 22 23 23 26 29 31 34 34 35 39 40 40,(4/(7/(8*((10+(12+(14+(18+(22+(23+(23+(26+(29+(31+(34+(34+(35+(39+(40+40)))))))))))))))-10))))
57,1 3 5 6 10 11 13 15 16 19 22 26 26 30 30 31 33 34 36 39,(1*(3*(5+((10*(11+(13+(15+(16+(19+(22+(26+(26+(30+(30+(31+(33+(34+(36+39)))))))))))))))/6))))
58,2 3 3 3 6 10 10 11 15 18 18 19 21 22 23 26 31 33 33 34,(2*((3*(3-(6-(10+(10+(11+(15+(18+(18+(19+(21+(22+(23+(26+(31+(33+(33+34)))))))))))))))))-3))
59,1 5 5 10 11 14 14 22 25 25 28 28 31 31 32 34 35 38 38 39,(1*((5*((((14+(22+(25+(25+(28+(28+(31+(31+(32+(34+(35+(38+(38+39)))))))))))))-14)-11)-10))-5))
60,3 3 6 7 8 10 11 14 15 16 19 20 22 25 28 32 32 36 37 38,(3-(3+(6*(7+(8+(10-(11+(14+(15+(16+(19+(20+(22+(25+(28+(32+(32+(36+(37+38)))))))))))))))))))
61,1 5 8 13 13 16 16 16 17 18 18 20 20 25 26 26 29 34 34 35,(1*(5*(8+(13+(13+(16+(16+(16+(17+(18+(18+(20+(20+(25+(26+(26+(29+(34+(34+35)))))))))))))))))))
62,5 6 10 10 11 17 18 21 23 23 23 24 24 24 25 27 29 32 37 40,(5*(6-(10+(10-(11+(17+(18+(21+(23+(23+(23+(24+(24+(24+(25+(27+(29+(32+(37+40)))))))))))))))))))
63,2 5 5 8 11 14 14 15 15 18 18 19 24 25 27 30 32 35 36 38,(2*(((((14*(14+(15+(15+(18+(18+(19+(24+(25+(27+(30+(32+(35+(36+38))))))))))))))-11)-8)/5)-5))
64,5 5 5 7 11 16 19 19 20 24 25 25 29 32 33 34 36 38 39 39,(5+(5*(5-(7+(11+(16-(19+(19+(20+(24+(25+(25+(29+(32+(33+(34+(36+(38+(39+39)))))))))))))))))))
65,2 3 4 8 8 9 9 11 13 15 15 15 18 18 24 34 35 37 39 40,(2*(3*(4-(8+(8-(9+(9+(11+(13+(15+(15+(15+(18+(18+(24+(34+(35+(37+(39+40)))))))))))))))))))
66,3 4 5 6 6 6 7 8 10 13 19 20 20 22 28 30 32 35 38 40,((((6*((6+(7+(8+(10+(13+(19+(20+(20+(22+(28+(30+(32+(35+(38+40))))))))))))))-6))-5)-4)-3)
67,2 5 6 6 7 9 9 11 12 13 14 16 22 23 23 25 25 27 27 39,(((((7*((9+(11+(12+(13+(14+(16+(22+(23+(23+(25+(25+(27+(27+39)))))))))))))-9))-6)-6)-5)-2)
68,3 4 5 6 6 9 11 11 12 13 13 13 17 21 31 32 32 33 35 39,(3-(4+(5+(6-(6*(9+(11+(11+(12+(13+(13+(13+(17+(21+(31+(32+(32+(33+(35+39)))))))))))))))))))
69,3 7 8 9 10 16 18 21 23 23 26 26 26 27 29 31 37 39 39 40,(3*((8-(9-((16*(18+(21+(23+(23+(26+(26+(26+(27+(29+(31+(37+(39+(39+40))))))))))))))/10)))-7))
70,1 5 8 12 15 16 17 18 19 20 28 29 31 32 33 34 35 37 38 40,(1*(5*((12-(15+(16-(17+(18+(19+(20+(28+(29+(31+(32+(33+(34+(35+(37+(38+40))))))))))))))))-8)))
71,1 5 7 11 16 18 19 19 20 22 22 23 24 26 28 30 32 36 37 40,(1*(5*((11-(16-(18+(19+(19+(20+(22+(22+(23+(24+(26+(28+(30+(32+(36+(37+40))))))))))))))))-7)))
72,3 5 10 12 15 15 15 18 18 18 19 19 20 27 35 39 39 40 40 40,(3*(5*(10*((((15+(18+(18+(18+(19+(19+(20+(27+(35+(39+(39+(40+(40+40)))))))))))))-15)/15)-12))))
73,1 2 5 6 7 9 9 10 12 15 19 19 22 23 24 27 31 34 36 36,((2+(5-(6*(7-(9+(9+(10+(12+(15+(19+(19+(22+(23+(24+(27+(31+(34+(36+36))))))))))))))))))-1)
74,4 7 9 15 17 19 20 20 21 24 24 28 30 31 31 31 32 35 37 40,(((9-(15-(17+(19*(20+(20+(21+(24+(24+(28+(30+(31+(31+(31+(32+(35+(37+40)))))))))))))))))-7)/4)
75,4 4 5 8 9 10 10 11 18 20 23 24 27 27 29 31 36 38 39 40,(4-(4+(5*(8-(9+(10+(10+(11+(18+(20+(23+(24+(27+(27+(29+(31+(36+(38+(39+40)))))))))))))))))))
76,2 4 5 6 6 8 9 10 12 13 14 15 15 27 27 31 31 32 40 40,(2*(4*(5*(((8+(9+(10+(12+(13+(14+(15+(15+(27+(27+(31+(31+(32+(40+40))))))))))))))/6)-6))))
77,2 3 6 8 8 9 9 11 14 17 21 22 24 26 27 28 32 32 38 38,(2*(3*(6-(8+(8+(9-(9+(11+(14+(17+(21+(22+(24+(26+(27+(28+(32+(32+(38+38)))))))))))))))))))
78,3 3 4 5 6 12 15 15 16 17 22 26 27 28 29 34 34 37 37 39,(3+(3+(4-(5*(6-(12+(15+(15+(16+(17+(22+(26+(27+(28+(29+(34+(34+(37+(37+39)))))))))))))))))))
79,5 5 6 6 6 16 17 17 18 19 23 25 26 26 27 27 32 33 38 40,((5/(6/(6+(6*(16+(17+(17+(18+(19+(23+(25+(26+(26+(27+(27+(32+(33+(38+40))))))))))))))))))-5)
80,1 3 4 5 6 8 9 11 12 13 14 18 19 23 28 33 33 37 38 38,(1*(3+(4+(5-(6*(8-(9+(11+(12+(13+(14+(18+(19+(23+(28+(33+(33+(37+(38+38)))))))))))))))))))
81,5 5 7 8 13 16 19 19 21 22 23 25 28 28 30 32 34 38 39 39,((5*((((16+(19+(19+(21+(22+(23+(25+(28+(28+(30+(32+(34+(38+(39+39))))))))))))))-13)-8)-7))-5)
82,2 3 4 5 9 9 14 16 16 16 18 18 18 21 23 24 26 30 37 38,((3*(4*(5-(9-(9+(14+(16+(16+(16+(18+(18+(18+(21+(23+(24+(26+(30+(37+38))))))))))))))))))/2)
83,1 1 2 3 4 5 6 7 7 8 10 18 19 23 27 27 31 33 34 38,(((2+((4*(5*(6+(7+(7+(8+(10+(18+(19+(23+(27+(27+(31+(33+(34+38)))))))))))))))/3))-1)-1)
84,2 2 3 3 4 5 5 7 12 13 14 17 18 22 23 25 30 31 36 36,(2*(2*(((4+(5*(5+(7+(12+(13+(14+(17+(18+(22+(23+(25+(30+(31+(36+36)))))))))))))))/3)-3)))
85,5 8 9 11 12 14 14 14 17 18 22 22 25 26 27 28 29 38 38 40,(5*(8+(9+(11+(12-(14-(14+(14+(17+(18+(22+(22+(25+(26+(27+(28+(29+(38+(38+40)))))))))))))))))))
86,1 2 2 5 8 9 12 13 22 25 25 26 29 30 31 35 36 37 40 40,(1*(2-(2+(5*(8+(9-(12+(13+(22+(25+(25+(26+(29+(30+(31+(35+(36+(37+(40+40)))))))))))))))))))
87,6 10 11 13 15 15 18 18 19 23 25 25 29 29 30 33 34 35 38 39,(6*(10/(11/((((18+(18+(19+(23+(25+(25+(29+(29+(30+(33+(34+(35+(38+39)))))))))))))-15)-15)-13))))
88,3 4 5 10 15 17 19 19 20 23 25 26 30 33 33 33 35 35 38 40,(3*((5+((15*(17+(19+(19+(20+(23+(25+(26+(30+(33+(33+(33+(35+(35+(38+40)))))))))))))))/10))-4))
89,2 3 5 10 11 13 13 14 19 27 28 29 30 33 34 36 38 38 39 39,(2+(3-(5*(10+(11+(13-(13+(14+(19+(27+(28+(29+(30+(33+(34+(36+(38+(38+(39+39)))))))))))))))))))
90,2 4 4 5 9 10 14 18 18 19 19 22 26 32 33 33 36 36 38 39,(2+(4+(4+(5*(9-(10-(14+(18+(18+(19+(19+(22+(26+(32+(33+(33+(36+(36+(38+39)))))))))))))))))))
91,2 2 2 3 3 3 6 14 15 15 18 18 20 20 22 29 31 34 38 40,(2*(2-(2+(3*(3-(3+(6+(14+(15+(15+(18+(18+(20+(20+(22+(29+(31+(34+(38+40)))))))))))))))))))
92,2 4 8 9 9 10 10 14 16 17 19 19 21 34 37 37 39 40 40 40,(2/(4/((9+(9+(10*(10+(14+(16+(17+(19+(19+(21+(34+(37+(37+(39+(40+(40+40))))))))))))))))-8)))
93,2 3 4 7 9 9 11 12 15 16 16 19 23 24 26 28 33 33 36 39,(2*(3*((((9+(11+(12+(15+(16+(16+(19+(23+(24+(26+(28+(33+(33+(36+39))))))))))))))-9)-7)-4)))
94,2 2 3 4 7 13 14 15 16 17 19 19 27 28 29 29 30 32 39 40,(2*(2/(3/(4*((13+(14+(15+(16+(17+(19+(19+(27+(28+(29+(29+(30+(32+(39+40))))))))))))))-7)))))
95,5 6 7 7 7 8 13 16 26 26 28 28 29 32 34 36 37 37 38 39,(5*(6-(7*(7-((8+(13+(16+(26+(26+(28+(28+(29+(32+(34+(36+(37+(37+(38+39))))))))))))))/7)))))
96,2 3 4 4 5 6 10 11 12 16 20 23 24 25 26 26 32 33 38 39,((3*(4*((((10+(11+(12+(16+(20+(23+(24+(25+(26+(26+(32+(33+(38+39)))))))))))))-6)-5)-4)))/2)
97,1 2 3 5 7 7 8 8 9 18 20 20 22 23 24 27 28 29 32 33,(1*(2*(3*(5+(7+(7+(8+(8+(9+(18+(20+(20+(22+(23+(24+(27+(28+(29+(32+33)))))))))))))))))))
98,2 3 4 5 6 12 18 18 18 22 26 29 30 33 33 34 35 36 36 38,(2*(3*(4/(5/(6-(12-(18+(18+(18+(22+(26+(29+(30+(33+(33+(34+(35+(36+(36+38)))))))))))))))))))
