Rank,Puzzles,Solutions
13,4 4 4 6 8 10 13 15 17 18 21 22 27 29 30 30 31 34 37 38,(4*(4*(4/(6/(8-(10-(13+(15+(17+(18+(21+(22+(27+(29+(30+(30+(31+(34+(37+38)))))))))))))))))))
14,2 3 8 9 10 11 14 15 17 17 18 20 22 26 29 31 32 32 38 39,((3*(8*((((14+(15+(17+(17+(18+(20+(22+(26+(29+(31+(32+(32+(38+39)))))))))))))-11)-10)-9)))/2)
15,2 4 4 6 8 8 10 11 15 21 26 27 28 29 30 30 30 35 35 35,(2*(4*(((8+(8*(10+(11+(15+(21+(26+(27+(28+(29+(30+(30+(30+(35+(35+35)))))))))))))))/6)-4)))
16,1 2 4 5 5 6 8 10 12 16 19 19 21 27 28 29 30 32 32 38,(1*(2*(4-(5+(5-(6*(8+(10+(12+(16+(19+(19+(21+(27+(28+(29+(30+(32+(32+38)))))))))))))))))))
17,1 4 9 9 11 11 18 21 22 23 25 26 27 31 32 34 35 35 37 40,(1-(4+(9-(9*(11+(11+(18+(21+(22+(23+(25+(26+(27+(31+(32+(34+(35+(35+(37+40)))))))))))))))))))
18,1 3 4 9 12 14 15 17 17 18 18 18 19 22 22 27 28 31 31 35,(1/(3/(4*(9*((14+(15+(17+(17+(18+(18+(18+(19+(22+(22+(27+(28+(31+(31+35))))))))))))))-12)))))
19,2 2 4 5 6 9 10 17 18 19 19 19 24 24 25 26 28 29 35 37,(((4*((6*((10+(17+(18+(19+(19+(19+(24+(24+(25+(26+(28+(29+(35+37)))))))))))))-9))-5))/2)-2)
20,2 5 5 5 10 12 13 16 19 22 25 28 28 31 32 33 34 37 38 40,(2*(5*(5+(5-(10+(12-(13+(16+(19+(22+(25+(28+(28+(31+(32+(33+(34+(37+(38+40)))))))))))))))))))
21,3 4 5 6 7 11 12 12 14 24 25 29 30 33 33 35 35 36 38 39,(3*(4*(5*(6+((11+(12+(12+(14+(24+(25+(29+(30+(33+(33+(35+(35+(36+(38+39))))))))))))))/7)))))
22,8 10 21 22 22 22 23 26 27 27 29 30 31 31 33 35 36 38 39 40,(8*(((22+(22+(22+(23+(26+(27+(27+(29+(30+(31+(31+(33+(35+(36+(38+(39+40))))))))))))))))-21)-10))
23,2 2 3 4 5 7 7 16 18 18 19 19 23 25 25 28 29 30 32 37,(2*(2*(3*((5-(7-(7+(16+(18+(18+(19+(19+(23+(25+(25+(28+(29+(30+(32+37)))))))))))))))-4))))
24,3 4 5 11 11 12 13 16 20 20 25 25 26 27 27 29 30 30 33 40,(3+(4+(5-(11+(11*(12-(13+(16+(20+(20+(25+(25+(26+(27+(27+(29+(30+(30+(33+40)))))))))))))))))))
25,4 6 6 7 8 13 14 14 14 14 17 19 22 26 28 31 31 33 34 37,(((6*((8*((14+(14+(14+(14+(17+(19+(22+(26+(28+(31+(31+(33+(34+37)))))))))))))-13))-7))-6)/4)
26,3 4 5 7 9 10 11 13 14 15 19 20 22 23 25 26 27 30 34 34,(3*(4*(((9+(10+(11+(13+(14+(15+(19+(20+(22+(23+(25+(26+(27+(30+(34+34)))))))))))))))-7)-5)))
27,1 2 5 10 14 15 17 17 19 19 22 23 24 26 27 34 34 36 36 39,(1*(2*(5*(10-(14-(15+(17+(17+(19+(19+(22+(23+(24+(26+(27+(34+(34+(36+(36+39)))))))))))))))))))
28,2 2 4 4 5 6 9 9 10 14 17 19 20 21 21 22 27 32 33 40,(2*(2*(4*(4/(5/(6+(9+(9+(10+(14+(17+(19+(20+(21+(21+(22+(27+(32+(33+40)))))))))))))))))))
29,1 9 9 9 10 10 12 13 14 15 24 25 27 31 33 35 35 37 37 39,((9*(9-((10-(10*(12+(13+(14+(15+(24+(25+(27+(31+(33+(35+(35+(37+(37+39)))))))))))))))/9)))-1)
30,1 2 4 6 8 9 9 12 15 16 18 19 22 24 26 34 34 35 36 37,(1/(2/(4*(6*(((9+(12+(15+(16+(18+(19+(22+(24+(26+(34+(34+(35+(36+37)))))))))))))-9)-8)))))
31,3 4 7 8 11 14 14 15 18 19 19 21 21 22 27 29 31 32 36 40,(3*(4*((8-(11+(14-(14+(15+(18+(19+(19+(21+(21+(22+(27+(29+(31+(32+(36+40))))))))))))))))-7)))
32,2 4 5 6 6 11 12 13 18 20 21 24 31 32 33 33 34 36 38 40,((4*(5*(((11+(12+(13+(18+(20+(21+(24+(31+(32+(33+(33+(34+(36+(38+40))))))))))))))-6)-6)))/2)
33,2 5 5 6 10 11 13 15 17 18 22 24 27 30 30 33 34 38 39 40,(2*((5*(6+(10-(11-(13+(15+(17+(18+(22+(24+(27+(30+(30+(33+(34+(38+(39+40)))))))))))))))))-5))
34,1 2 9 9 10 12 14 14 19 21 24 28 28 32 32 33 35 37 37 40,(1*(2+(9+(9-(10*(12-(14+(14+(19+(21+(24+(28+(28+(32+(32+(33+(35+(37+(37+40)))))))))))))))))))
35,3 4 4 8 8 10 10 10 11 17 19 21 21 22 23 27 29 30 33 40,(3*(4+(4*(8+(8-(10-(10+(10+(11+(17+(19+(21+(21+(22+(23+(27+(29+(30+(33+40)))))))))))))))))))
36,1 2 5 6 6 12 14 14 20 20 23 24 27 27 29 31 32 35 36 40,(1*(2*(5*((6+(12+(14+(14+(20+(20+(23+(24+(27+(27+(29+(31+(32+(35+(36+40)))))))))))))))-6))))
37,2 2 3 5 7 8 8 10 15 22 25 27 27 27 32 33 33 35 36 38,(2*(2+(3+(5*(7+(8+(8+(10+(15+(22+(25+(27+(27+(27+(32+(33+(33+(35+(36+38)))))))))))))))))))
38,5 6 7 8 8 10 11 11 15 15 19 27 32 33 34 34 35 40 40 40,(((7-(8+(8-(10*(11+(11+(15+(15+(19+(27+(32+(33+(34+(34+(35+(40+(40+40)))))))))))))))))-6)-5)
39,3 5 6 7 10 14 17 19 20 20 23 24 24 25 27 28 33 33 36 38,((5*(6*((10+(14+(17+(19+(20+(20+(23+(24+(24+(25+(27+(28+(33+(33+(36+38)))))))))))))))-7)))/3)
40,3 4 5 8 11 13 14 15 20 23 26 26 27 28 28 28 28 31 32 35,(3-(4-(5+(8-(11*(13-(14+(15+(20+(23+(26+(26+(27+(28+(28+(28+(28+(31+(32+35)))))))))))))))))))
41,1 1 2 8 8 12 12 12 15 16 18 18 21 21 22 25 30 33 36 40,((((8+(8+(12*(12+(12+(15+(16+(18+(18+(21+(21+(22+(25+(30+(33+(36+40))))))))))))))))-2)-1)-1)
42,4 6 10 13 14 14 14 16 17 24 24 27 28 31 31 32 36 36 37 39,(4*(6*(10*(((14+(14+(16+(17+(24+(24+(27+(28+(31+(31+(32+(36+(36+(37+39))))))))))))))/14)-13))))
43,1 3 4 5 6 6 6 9 14 16 20 20 24 24 26 28 28 30 31 37,(1*(3*(4*((6+(6+(6+(9+(14+(16+(20+(20+(24+(24+(26+(28+(28+(30+(31+37)))))))))))))))-5))))
44,2 3 3 8 10 10 17 20 20 21 24 26 28 29 30 31 32 33 36 37,((3-(3+(8-(10+(10*(17+(20+(20+(21+(24+(26+(28+(29+(30+(31+(32+(33+(36+37))))))))))))))))))-2)
45,3 7 8 9 10 11 14 16 17 19 20 20 23 25 28 29 29 32 35 40,(3-(7-(8+(9+(10+(11*(14+(16+(17+(19+(20+(20+(23+(25+(28+(29+(29+(32+(35+40)))))))))))))))))))
46,1 10 10 11 11 12 13 14 15 17 18 21 22 22 23 25 30 35 36 37,((((11*(11+(12+(13+(14+(15+(17+(18+(21+(22+(22+(23+(25+(30+(35+(36+37))))))))))))))))-10)-10)-1)
47,2 4 6 8 8 16 17 17 18 19 20 23 25 26 28 30 35 35 37 38,(2*(4/(6/(8*(8-(16-(17+(17+(18+(19+(20+(23+(25+(26+(28+(30+(35+(35+(37+38)))))))))))))))))))
48,2 5 7 7 9 10 14 15 16 22 25 26 27 27 30 32 33 36 38 40,(2+(5+(7+(7+(9+(10*(14+(15+(16+(22+(25+(26+(27+(27+(30+(32+(33+(36+(38+40)))))))))))))))))))
49,5 7 10 11 11 12 13 16 17 18 19 20 22 23 23 26 28 35 37 40,((7+(10-(11-(11*(12+(13+(16+(17+(18+(19+(20+(22+(23+(23+(26+(28+(35+(37+40))))))))))))))))))-5)
50,7 8 9 10 11 11 13 15 16 17 20 23 23 26 28 28 35 39 40 40,(7-(8+(9-(10*(11+(11+(13+(15+(16+(17+(20+(23+(23+(26+(28+(28+(35+(39+(40+40)))))))))))))))))))
51,5 7 8 9 13 16 16 20 22 22 22 23 24 31 31 32 37 38 39 40,(5-(7-(8+(9*(13+(16+(16+(20+(22+(22+(22+(23+(24+(31+(31+(32+(37+(38+(39+40)))))))))))))))))))
52,2 5 6 7 9 11 15 16 17 18 22 22 23 25 26 28 30 32 35 40,(((6-(7-(9+(11*(15+(16+(17+(18+(22+(22+(23+(25+(26+(28+(30+(32+(35+40)))))))))))))))))-5)-2)
53,1 1 3 3 10 14 14 16 19 19 24 25 27 30 33 33 39 39 40 40,((1+(3-(3+(10*(14-(14+(16+(19+(19+(24+(25+(27+(30+(33+(33+(39+(39+(40+40))))))))))))))))))-1)
54,2 5 6 7 8 10 14 20 21 21 22 23 24 24 28 29 36 38 39 40,(2*(5*(((8+(10+(14+(20+(21+(21+(22+(23+(24+(24+(28+(29+(36+(38+(39+40)))))))))))))))-7)-6)))
55,3 4 5 7 7 8 12 14 16 21 21 22 24 26 26 27 29 33 37 39,(3*(4*(((((12+(14+(16+(21+(21+(22+(24+(26+(26+(27+(29+(33+(37+39)))))))))))))-8)-7)-7)-5)))
56,2 4 7 9 10 16 16 17 18 20 24 27 27 28 29 30 30 33 34 35,(2-(4+(7-(9+(10*(16+(16+(17+(18+(20+(24+(27+(27+(28+(29+(30+(30+(33+(34+35)))))))))))))))))))
57,3 5 8 10 11 12 13 14 18 20 22 25 27 28 28 28 30 35 36 37,(((8+(10*(11+(12+(13+(14+(18+(20+(22+(25+(27+(28+(28+(28+(30+(35+(36+37)))))))))))))))))-5)-3)
58,1 2 3 3 4 4 4 6 10 14 15 23 24 25 31 32 32 32 37 39,(1+(2-(3+(3*(4*(4-(4+(6+(10+(14+(15+(23+(24+(25+(31+(32+(32+(32+(37+39)))))))))))))))))))
59,2 3 8 11 11 12 13 13 19 20 20 21 23 27 27 28 32 35 37 39,((3*(8*((((13+(13+(19+(20+(20+(21+(23+(27+(27+(28+(32+(35+(37+39)))))))))))))-12)-11)-11)))/2)
60,2 4 5 7 10 13 24 27 30 30 32 33 33 34 35 37 37 38 39 40,(2*(4*(((10+(13+(24+(27+(30+(30+(32+(33+(33+(34+(35+(37+(37+(38+(39+40)))))))))))))))-7)-5)))
61,1 6 7 10 10 11 13 14 17 24 25 26 28 28 30 31 31 32 34 39,(((7+(10+(10*(11+(13+(14+(17+(24+(25+(26+(28+(28+(30+(31+(31+(32+(34+39)))))))))))))))))-6)-1)
62,3 4 8 8 11 11 12 16 17 19 19 22 25 25 28 28 29 30 33 33,(3*(4*((((11+(12+(16+(17+(19+(19+(22+(25+(25+(28+(28+(29+(30+(33+33))))))))))))))-11)-8)-8)))
63,2 4 4 9 9 12 13 13 16 23 23 23 27 27 28 28 30 33 34 36,(2*((4*(9+((12*(13+(13+(16+(23+(23+(23+(27+(27+(28+(28+(30+(33+(34+36))))))))))))))/9)))-4))
64,3 4 4 4 4 5 11 11 12 15 21 22 22 23 27 30 32 34 35 39,(3*((4*((((11+(11+(12+(15+(21+(22+(22+(23+(27+(30+(32+(34+(35+39)))))))))))))-5)-4)-4))-4))
65,5 5 7 7 12 16 25 26 28 28 28 29 32 34 36 36 37 38 40 40,(5*(5+(7-((12*(16-(25+(26+(28+(28+(28+(29+(32+(34+(36+(36+(37+(38+(40+40)))))))))))))))/7))))
66,2 2 3 5 6 7 8 10 16 19 21 22 23 24 25 29 30 30 34 39,(2-(2+((5*(6-(7*(8+(10+(16+(19+(21+(22+(23+(24+(25+(29+(30+(30+(34+39))))))))))))))))/3)))
67,3 4 4 5 7 8 9 9 11 11 15 16 17 18 22 23 34 39 40 40,(3*(4*((5+(7+(8+(9+(9+(11+(11+(15+(16+(17+(18+(22+(23+(34+(39+(40+40))))))))))))))))-4)))
68,2 5 6 7 7 8 11 17 20 26 30 31 31 33 33 33 34 34 37 37,(2*(5*(6*(7-((8-(11+(17+(20+(26+(30+(31+(31+(33+(33+(33+(34+(34+(37+37))))))))))))))/7)))))
69,2 5 10 14 15 15 16 18 20 22 22 22 25 30 31 32 36 37 38 39,(2*(5*(10-(14+(15-(15+(16+(18+(20+(22+(22+(22+(25+(30+(31+(32+(36+(37+(38+39)))))))))))))))))))
70,2 4 5 6 7 9 19 21 23 24 24 25 27 29 30 30 34 34 38 40,(2*(4/(5/(6*((9+(19+(21+(23+(24+(24+(25+(27+(29+(30+(30+(34+(34+(38+40))))))))))))))-7)))))
71,1 5 6 8 20 22 23 25 27 28 29 29 31 32 33 33 34 34 38 39,(1+(5+(6+(8*((22*(23+(25+(27+(28+(29+(29+(31+(32+(33+(33+(34+(34+(38+39))))))))))))))/20)))))
72,1 3 4 10 15 15 18 19 21 22 25 27 27 33 34 34 35 39 40 40,(1+(3-(4+(10*(15+(15-(18+(19+(21+(22+(25+(27+(27+(33+(34+(34+(35+(39+(40+40)))))))))))))))))))
73,2 3 5 5 9 11 16 17 19 21 21 23 24 25 27 27 30 32 32 36,(2-(3-(5-(5+(9-(11*(16+(17+(19+(21+(21+(23+(24+(25+(27+(27+(30+(32+(32+36)))))))))))))))))))
